accuracy,k,dataset,split seed
0.9577464788732394,3,Dermatology,9
0.971830985915493,5,Dermatology,9
0.9577464788732394,10,Dermatology,9
0.9583333333333334,3,Dermatology,10
0.9583333333333334,5,Dermatology,10
0.9444444444444444,10,Dermatology,10
0.9444444444444444,3,Dermatology,11
0.9583333333333334,5,Dermatology,11
0.9583333333333334,10,Dermatology,11
0.9722222222222222,3,Dermatology,12
0.9583333333333334,5,Dermatology,12
0.9722222222222222,10,Dermatology,12
0.971830985915493,3,Dermatology,13
0.971830985915493,5,Dermatology,13
0.971830985915493,10,Dermatology,13
0.8873239436619719,3,Dermatology,14
0.9014084507042254,5,Dermatology,14
0.9295774647887324,10,Dermatology,14
0.9583333333333334,3,Dermatology,15
0.9444444444444444,5,Dermatology,15
0.9444444444444444,10,Dermatology,15
0.9444444444444444,3,Dermatology,16
0.9583333333333334,5,Dermatology,16
0.9583333333333334,10,Dermatology,16
0.9861111111111112,3,Dermatology,17
0.9861111111111112,5,Dermatology,17
0.9861111111111112,10,Dermatology,17
0.9436619718309859,3,Dermatology,18
0.9436619718309859,5,Dermatology,18
0.9436619718309859,10,Dermatology,18
0.9436619718309859,3,Dermatology,19
0.9436619718309859,5,Dermatology,19
0.9577464788732394,10,Dermatology,19
0.9583333333333334,3,Dermatology,20
0.9444444444444444,5,Dermatology,20
0.9583333333333334,10,Dermatology,20
0.9861111111111112,3,Dermatology,21
0.9861111111111112,5,Dermatology,21
0.9583333333333334,10,Dermatology,21
0.9305555555555556,3,Dermatology,22
0.9583333333333334,5,Dermatology,22
0.9444444444444444,10,Dermatology,22
0.9436619718309859,3,Dermatology,23
0.9436619718309859,5,Dermatology,23
0.9436619718309859,10,Dermatology,23
0.9295774647887324,3,Dermatology,24
0.9154929577464789,5,Dermatology,24
0.9154929577464789,10,Dermatology,24
0.9305555555555556,3,Dermatology,25
0.9305555555555556,5,Dermatology,25
0.9305555555555556,10,Dermatology,25
1.0,3,Dermatology,26
1.0,5,Dermatology,26
1.0,10,Dermatology,26
0.9583333333333334,3,Dermatology,27
0.9583333333333334,5,Dermatology,27
0.9444444444444444,10,Dermatology,27
0.971830985915493,3,Dermatology,28
0.9859154929577465,5,Dermatology,28
0.9859154929577465,10,Dermatology,28
0.9436619718309859,3,Dermatology,29
0.9436619718309859,5,Dermatology,29
0.9295774647887324,10,Dermatology,29
0.9722222222222222,3,Dermatology,30
0.9583333333333334,5,Dermatology,30
0.9722222222222222,10,Dermatology,30
0.9861111111111112,3,Dermatology,31
0.9861111111111112,5,Dermatology,31
0.9861111111111112,10,Dermatology,31
0.9305555555555556,3,Dermatology,32
0.9444444444444444,5,Dermatology,32
0.9583333333333334,10,Dermatology,32
0.9436619718309859,3,Dermatology,33
0.9859154929577465,5,Dermatology,33
0.9859154929577465,10,Dermatology,33
0.9577464788732394,3,Dermatology,34
0.9436619718309859,5,Dermatology,34
0.9577464788732394,10,Dermatology,34
0.9166666666666666,3,Dermatology,35
0.9305555555555556,5,Dermatology,35
0.9444444444444444,10,Dermatology,35
0.9583333333333334,3,Dermatology,36
0.9722222222222222,5,Dermatology,36
0.9583333333333334,10,Dermatology,36
0.9861111111111112,3,Dermatology,37
0.9861111111111112,5,Dermatology,37
0.9861111111111112,10,Dermatology,37
0.9154929577464789,3,Dermatology,38
0.9154929577464789,5,Dermatology,38
0.9436619718309859,10,Dermatology,38
0.9577464788732394,3,Dermatology,39
0.9577464788732394,5,Dermatology,39
0.971830985915493,10,Dermatology,39
0.9166666666666666,3,Dermatology,40
0.9305555555555556,5,Dermatology,40
0.9444444444444444,10,Dermatology,40
0.9722222222222222,3,Dermatology,41
0.9722222222222222,5,Dermatology,41
0.9583333333333334,10,Dermatology,41
0.9444444444444444,3,Dermatology,42
0.9444444444444444,5,Dermatology,42
0.9444444444444444,10,Dermatology,42
0.9859154929577465,3,Dermatology,43
0.971830985915493,5,Dermatology,43
0.971830985915493,10,Dermatology,43
0.971830985915493,3,Dermatology,44
0.9577464788732394,5,Dermatology,44
0.971830985915493,10,Dermatology,44
0.9861111111111112,3,Dermatology,45
0.9861111111111112,5,Dermatology,45
0.9861111111111112,10,Dermatology,45
0.9444444444444444,3,Dermatology,46
0.9444444444444444,5,Dermatology,46
0.9444444444444444,10,Dermatology,46
0.9305555555555556,3,Dermatology,47
0.9305555555555556,5,Dermatology,47
0.9444444444444444,10,Dermatology,47
0.9859154929577465,3,Dermatology,48
0.9859154929577465,5,Dermatology,48
0.9859154929577465,10,Dermatology,48
0.9436619718309859,3,Dermatology,49
0.9295774647887324,5,Dermatology,49
0.9295774647887324,10,Dermatology,49
0.7499999999999999,3,Ionosphere,0
0.8,5,Ionosphere,0
0.8,10,Ionosphere,0
0.7111111111111111,3,Ionosphere,1
0.7391304347826088,5,Ionosphere,1
0.7659574468085106,10,Ionosphere,1
0.8648648648648648,3,Ionosphere,2
0.8108108108108109,5,Ionosphere,2
0.7777777777777778,10,Ionosphere,2
0.6842105263157894,3,Ionosphere,3
0.6842105263157894,5,Ionosphere,3
0.611111111111111,10,Ionosphere,3
0.6486486486486486,3,Ionosphere,4
0.6842105263157895,5,Ionosphere,4
0.6842105263157895,10,Ionosphere,4
0.7441860465116279,3,Ionosphere,5
0.6829268292682926,5,Ionosphere,5
0.6829268292682926,10,Ionosphere,5
0.7727272727272727,3,Ionosphere,6
0.7727272727272727,5,Ionosphere,6
0.744186046511628,10,Ionosphere,6
0.6666666666666666,3,Ionosphere,7
0.7368421052631579,5,Ionosphere,7
0.7692307692307693,10,Ionosphere,7
0.7058823529411764,3,Ionosphere,8
0.6857142857142856,5,Ionosphere,8
0.7222222222222223,10,Ionosphere,8
0.6666666666666667,3,Ionosphere,9
0.6666666666666667,5,Ionosphere,9
0.6363636363636364,10,Ionosphere,9
0.7916666666666667,3,Ionosphere,10
0.8846153846153847,5,Ionosphere,10
0.8163265306122449,10,Ionosphere,10
0.6428571428571428,3,Ionosphere,11
0.5925925925925927,5,Ionosphere,11
0.5925925925925927,10,Ionosphere,11
0.782608695652174,3,Ionosphere,12
0.7391304347826088,5,Ionosphere,12
0.7916666666666667,10,Ionosphere,12
0.7804878048780487,3,Ionosphere,13
0.717948717948718,5,Ionosphere,13
0.6111111111111112,10,Ionosphere,13
0.6190476190476191,3,Ionosphere,14
0.6190476190476191,5,Ionosphere,14
0.6511627906976745,10,Ionosphere,14
0.8108108108108109,3,Ionosphere,15
0.8421052631578948,5,Ionosphere,15
0.8421052631578948,10,Ionosphere,15
0.6153846153846153,3,Ionosphere,16
0.6153846153846153,5,Ionosphere,16
0.65,10,Ionosphere,16
0.742857142857143,3,Ionosphere,17
0.7058823529411765,5,Ionosphere,17
0.7058823529411765,10,Ionosphere,17
0.7450980392156863,3,Ionosphere,18
0.653061224489796,5,Ionosphere,18
0.5652173913043479,10,Ionosphere,18
0.6976744186046512,3,Ionosphere,19
0.7999999999999999,5,Ionosphere,19
0.8510638297872339,10,Ionosphere,19
0.64,3,Ionosphere,20
0.64,5,Ionosphere,20
0.64,10,Ionosphere,20
0.7222222222222223,3,Ionosphere,21
0.7222222222222223,5,Ionosphere,21
0.6060606060606061,10,Ionosphere,21
0.7037037037037037,3,Ionosphere,22
0.6792452830188679,5,Ionosphere,22
0.7037037037037037,10,Ionosphere,22
0.6829268292682926,3,Ionosphere,23
0.6829268292682926,5,Ionosphere,23
0.65,10,Ionosphere,23
0.8260869565217391,3,Ionosphere,24
0.7391304347826088,5,Ionosphere,24
0.7142857142857143,10,Ionosphere,24
0.7692307692307692,3,Ionosphere,25
0.7777777777777777,5,Ionosphere,25
0.6799999999999999,10,Ionosphere,25
0.6046511627906977,3,Ionosphere,26
0.5714285714285715,5,Ionosphere,26
0.6046511627906977,10,Ionosphere,26
0.6451612903225806,3,Ionosphere,27
0.6,5,Ionosphere,27
0.6,10,Ionosphere,27
0.8695652173913043,3,Ionosphere,28
0.8260869565217391,5,Ionosphere,28
0.7999999999999999,10,Ionosphere,28
0.7647058823529412,3,Ionosphere,29
0.9189189189189189,5,Ionosphere,29
0.9189189189189189,10,Ionosphere,29
0.7755102040816326,3,Ionosphere,30
0.7599999999999999,5,Ionosphere,30
0.7083333333333334,10,Ionosphere,30
0.7499999999999999,3,Ionosphere,31
0.846153846153846,5,Ionosphere,31
0.6956521739130436,10,Ionosphere,31
0.5957446808510638,3,Ionosphere,32
0.653061224489796,5,Ionosphere,32
0.6799999999999999,10,Ionosphere,32
0.68,3,Ionosphere,33
0.68,5,Ionosphere,33
0.6530612244897959,10,Ionosphere,33
0.8484848484848484,3,Ionosphere,34
0.8125000000000001,5,Ionosphere,34
0.8484848484848484,10,Ionosphere,34
0.8387096774193548,3,Ionosphere,35
0.8,5,Ionosphere,35
0.8,10,Ionosphere,35
0.7619047619047621,3,Ionosphere,36
0.8181818181818181,5,Ionosphere,36
0.8181818181818181,10,Ionosphere,36
0.6511627906976745,3,Ionosphere,37
0.6666666666666666,5,Ionosphere,37
0.6341463414634146,10,Ionosphere,37
0.7317073170731707,3,Ionosphere,38
0.7441860465116279,5,Ionosphere,38
0.7727272727272727,10,Ionosphere,38
0.6666666666666667,3,Ionosphere,39
0.6382978723404256,5,Ionosphere,39
0.608695652173913,10,Ionosphere,39
0.7142857142857143,3,Ionosphere,40
0.7142857142857143,5,Ionosphere,40
0.7142857142857143,10,Ionosphere,40
0.7999999999999999,3,Ionosphere,41
0.7999999999999999,5,Ionosphere,41
0.7999999999999999,10,Ionosphere,41
0.65,3,Ionosphere,42
0.8085106382978723,5,Ionosphere,42
0.8085106382978723,10,Ionosphere,42
0.6818181818181818,3,Ionosphere,43
0.6818181818181818,5,Ionosphere,43
0.5853658536585366,10,Ionosphere,43
0.6046511627906977,3,Ionosphere,44
0.6511627906976745,5,Ionosphere,44
0.5853658536585366,10,Ionosphere,44
0.7222222222222223,3,Ionosphere,45
0.7222222222222223,5,Ionosphere,45
0.7222222222222223,10,Ionosphere,45
0.7843137254901961,3,Ionosphere,46
0.7692307692307692,5,Ionosphere,46
0.7692307692307692,10,Ionosphere,46
0.6,3,Ionosphere,47
0.65,5,Ionosphere,47
0.5789473684210527,10,Ionosphere,47
0.6470588235294118,3,Ionosphere,48
0.6060606060606061,5,Ionosphere,48
0.6470588235294118,10,Ionosphere,48
0.631578947368421,3,Ionosphere,49
0.7000000000000001,5,Ionosphere,49
0.7317073170731707,10,Ionosphere,49
0.9320388349514563,3,Cancer,0
0.9320388349514563,5,Cancer,0
0.9411764705882353,10,Cancer,0
0.96,3,Cancer,1
0.98,5,Cancer,1
0.99009900990099,10,Cancer,1
0.945054945054945,3,Cancer,2
0.9438202247191011,5,Cancer,2
0.9438202247191011,10,Cancer,2
0.9333333333333333,3,Cancer,3
0.9438202247191011,5,Cancer,3
0.9318181818181818,10,Cancer,3
0.9375,3,Cancer,4
0.9591836734693877,5,Cancer,4
0.9375,10,Cancer,4
0.9555555555555557,3,Cancer,5
0.9555555555555557,5,Cancer,5
0.9545454545454546,10,Cancer,5
0.9333333333333333,3,Cancer,6
0.9523809523809523,5,Cancer,6
0.9523809523809523,10,Cancer,6
0.96,3,Cancer,7
0.96,5,Cancer,7
0.96,10,Cancer,7
0.9534883720930233,3,Cancer,8
0.9411764705882353,5,Cancer,8
0.9024390243902439,10,Cancer,8
0.9591836734693877,3,Cancer,9
0.9690721649484536,5,Cancer,9
0.9795918367346939,10,Cancer,9
0.9156626506024096,3,Cancer,10
0.9397590361445782,5,Cancer,10
0.9523809523809523,10,Cancer,10
0.9320388349514563,3,Cancer,11
0.9423076923076923,5,Cancer,11
0.9423076923076923,10,Cancer,11
0.9662921348314608,3,Cancer,12
0.9662921348314608,5,Cancer,12
0.9545454545454545,10,Cancer,12
0.9629629629629629,3,Cancer,13
0.9724770642201834,5,Cancer,13
0.9622641509433962,10,Cancer,13
0.9347826086956522,3,Cancer,14
0.967741935483871,5,Cancer,14
0.9782608695652174,10,Cancer,14
0.9411764705882352,3,Cancer,15
0.9302325581395349,5,Cancer,15
0.9523809523809523,10,Cancer,15
0.9438202247191012,3,Cancer,16
0.9438202247191012,5,Cancer,16
0.967032967032967,10,Cancer,16
0.9583333333333334,3,Cancer,17
1.0,5,Cancer,17
0.9894736842105264,10,Cancer,17
0.9494949494949495,3,Cancer,18
0.96,5,Cancer,18
0.9494949494949495,10,Cancer,18
0.9142857142857144,3,Cancer,19
0.9142857142857144,5,Cancer,19
0.9142857142857144,10,Cancer,19
0.9199999999999999,3,Cancer,20
0.9306930693069307,5,Cancer,20
0.9183673469387755,10,Cancer,20
0.9494949494949495,3,Cancer,21
0.96,5,Cancer,21
0.9696969696969697,10,Cancer,21
0.9375,3,Cancer,22
0.9263157894736842,5,Cancer,22
0.9148936170212766,10,Cancer,22
0.9514563106796117,3,Cancer,23
0.970873786407767,5,Cancer,23
0.9607843137254902,10,Cancer,23
0.9487179487179489,3,Cancer,24
0.9873417721518987,5,Cancer,24
1.0,10,Cancer,24
0.9824561403508771,3,Cancer,25
0.9824561403508771,5,Cancer,25
0.9824561403508771,10,Cancer,25
0.967741935483871,3,Cancer,26
0.9347826086956522,5,Cancer,26
0.9347826086956522,10,Cancer,26
0.9111111111111111,3,Cancer,27
0.9230769230769231,5,Cancer,27
0.9333333333333332,10,Cancer,27
0.9333333333333333,3,Cancer,28
0.9230769230769231,5,Cancer,28
0.9111111111111111,10,Cancer,28
0.9782608695652174,3,Cancer,29
0.989010989010989,5,Cancer,29
0.989010989010989,10,Cancer,29
0.9072164948453607,3,Cancer,30
0.9183673469387755,5,Cancer,30
0.9278350515463918,10,Cancer,30
0.9807692307692307,3,Cancer,31
0.970873786407767,5,Cancer,31
0.9807692307692307,10,Cancer,31
0.9130434782608695,3,Cancer,32
0.924731182795699,5,Cancer,32
0.924731182795699,10,Cancer,32
0.9411764705882352,3,Cancer,33
0.9523809523809523,5,Cancer,33
0.9523809523809523,10,Cancer,33
0.98,3,Cancer,34
0.98,5,Cancer,34
0.9795918367346939,10,Cancer,34
0.8865979381443299,3,Cancer,35
0.9052631578947369,5,Cancer,35
0.9166666666666666,10,Cancer,35
0.9473684210526315,3,Cancer,36
0.9473684210526315,5,Cancer,36
0.9870129870129869,10,Cancer,36
0.9724770642201834,3,Cancer,37
0.9532710280373831,5,Cancer,37
0.9532710280373831,10,Cancer,37
0.9387755102040817,3,Cancer,38
0.9696969696969697,5,Cancer,38
0.9696969696969697,10,Cancer,38
0.9696969696969697,3,Cancer,39
0.9696969696969697,5,Cancer,39
0.9696969696969697,10,Cancer,39
0.9714285714285714,3,Cancer,40
0.9714285714285714,5,Cancer,40
0.9807692307692307,10,Cancer,40
0.9166666666666666,3,Cancer,41
0.9166666666666666,5,Cancer,41
0.9263157894736843,10,Cancer,41
0.9215686274509803,3,Cancer,42
0.9215686274509803,5,Cancer,42
0.910891089108911,10,Cancer,42
0.9534883720930233,3,Cancer,43
0.9767441860465116,5,Cancer,43
0.9767441860465116,10,Cancer,43
0.989010989010989,3,Cancer,44
1.0,5,Cancer,44
0.989010989010989,10,Cancer,44
0.9375000000000001,3,Cancer,45
0.9583333333333333,5,Cancer,45
0.9484536082474226,10,Cancer,45
0.9156626506024097,3,Cancer,46
0.9285714285714285,5,Cancer,46
0.9411764705882352,10,Cancer,46
0.9320388349514563,3,Cancer,47
0.9423076923076923,5,Cancer,47
0.9306930693069307,10,Cancer,47
0.9696969696969697,3,Cancer,48
0.9591836734693877,5,Cancer,48
0.9484536082474226,10,Cancer,48
0.968421052631579,3,Cancer,49
0.9583333333333333,5,Cancer,49
0.9894736842105264,10,Cancer,49
0.7210884353741496,3,Mammographic,0
0.7199999999999999,5,Mammographic,0
0.7132867132867133,10,Mammographic,0
0.7875,3,Mammographic,1
0.8198757763975155,5,Mammographic,1
0.7972972972972973,10,Mammographic,1
0.7840909090909092,3,Mammographic,2
0.8284023668639053,5,Mammographic,2
0.8313253012048192,10,Mammographic,2
0.7857142857142858,3,Mammographic,3
0.8198757763975155,5,Mammographic,3
0.823529411764706,10,Mammographic,3
0.7719298245614035,3,Mammographic,4
0.8092485549132947,5,Mammographic,4
0.8,10,Mammographic,4
0.7870967741935484,3,Mammographic,5
0.7843137254901961,5,Mammographic,5
0.7999999999999999,10,Mammographic,5
0.7484662576687117,3,Mammographic,6
0.7901234567901233,5,Mammographic,6
0.7804878048780488,10,Mammographic,6
0.7701863354037267,3,Mammographic,7
0.8050314465408804,5,Mammographic,7
0.7973856209150326,10,Mammographic,7
0.8295454545454545,3,Mammographic,8
0.8361581920903955,5,Mammographic,8
0.8323699421965319,10,Mammographic,8
0.7354838709677418,3,Mammographic,9
0.751592356687898,5,Mammographic,9
0.7432432432432433,10,Mammographic,9
0.7757575757575758,3,Mammographic,10
0.8176100628930818,5,Mammographic,10
0.8129032258064517,10,Mammographic,10
0.7674418604651162,3,Mammographic,11
0.7764705882352941,5,Mammographic,11
