accuracy,k,dataset,split seed
0.7804878048780488,10,Mammographic,11
0.7272727272727273,3,Mammographic,12
0.7482993197278911,5,Mammographic,12
0.7534246575342465,10,Mammographic,12
0.7654320987654321,3,Mammographic,13
0.7798742138364779,5,Mammographic,13
0.7682119205298013,10,Mammographic,13
0.8181818181818182,3,Mammographic,14
0.8255813953488372,5,Mammographic,14
0.8170731707317073,10,Mammographic,14
0.7682119205298014,3,Mammographic,15
0.7763157894736841,5,Mammographic,15
0.7724137931034483,10,Mammographic,15
0.7453416149068322,3,Mammographic,16
0.7124999999999999,5,Mammographic,16
0.7625,10,Mammographic,16
0.72,3,Mammographic,17
0.7549668874172186,5,Mammographic,17
0.7746478873239437,10,Mammographic,17
0.8043478260869567,3,Mammographic,18
0.8156424581005587,5,Mammographic,18
0.8208092485549133,10,Mammographic,18
0.7710843373493976,3,Mammographic,19
0.8050314465408804,5,Mammographic,19
0.7950310559006211,10,Mammographic,19
0.746987951807229,3,Mammographic,20
0.7710843373493976,5,Mammographic,20
0.775,10,Mammographic,20
0.7857142857142858,3,Mammographic,21
0.7804878048780488,5,Mammographic,21
0.7974683544303798,10,Mammographic,21
0.775,3,Mammographic,22
0.775,5,Mammographic,22
0.7898089171974523,10,Mammographic,22
0.7831325301204819,3,Mammographic,23
0.8121212121212121,5,Mammographic,23
0.8076923076923078,10,Mammographic,23
0.7577639751552796,3,Mammographic,24
0.7307692307692307,5,Mammographic,24
0.7662337662337663,10,Mammographic,24
0.7544910179640718,3,Mammographic,25
0.7730061349693252,5,Mammographic,25
0.779874213836478,10,Mammographic,25
0.7307692307692308,3,Mammographic,26
0.7870967741935484,5,Mammographic,26
0.7482993197278911,10,Mammographic,26
0.7297297297297298,3,Mammographic,27
0.7567567567567567,5,Mammographic,27
0.761904761904762,10,Mammographic,27
0.8361581920903955,3,Mammographic,28
0.8457142857142856,5,Mammographic,28
0.8505747126436781,10,Mammographic,28
0.8284023668639053,3,Mammographic,29
0.8470588235294118,5,Mammographic,29
0.84472049689441,10,Mammographic,29
0.7044025157232704,3,Mammographic,30
0.7631578947368423,5,Mammographic,30
0.7432432432432431,10,Mammographic,30
0.7558139534883721,3,Mammographic,31
0.7826086956521741,5,Mammographic,31
0.8024691358024693,10,Mammographic,31
0.7802197802197802,3,Mammographic,32
0.8172043010752688,5,Mammographic,32
0.8222222222222223,10,Mammographic,32
0.8026315789473683,3,Mammographic,33
0.7891156462585034,5,Mammographic,33
0.7552447552447553,10,Mammographic,33
0.7763157894736842,3,Mammographic,34
0.7741935483870966,5,Mammographic,34
0.8,10,Mammographic,34
0.7317073170731707,3,Mammographic,35
0.7483870967741936,5,Mammographic,35
0.763157894736842,10,Mammographic,35
0.8089887640449439,3,Mammographic,36
0.8068181818181819,5,Mammographic,36
0.8187134502923976,10,Mammographic,36
0.8322981366459626,3,Mammographic,37
0.8395061728395061,5,Mammographic,37
0.8280254777070064,10,Mammographic,37
0.7534246575342466,3,Mammographic,38
0.7945205479452055,5,Mammographic,38
0.79136690647482,10,Mammographic,38
0.7662337662337663,3,Mammographic,39
0.7564102564102563,5,Mammographic,39
0.7999999999999999,10,Mammographic,39
0.758169934640523,3,Mammographic,40
0.7808219178082193,5,Mammographic,40
0.7916666666666666,10,Mammographic,40
0.761904761904762,3,Mammographic,41
0.75,5,Mammographic,41
0.7361963190184049,10,Mammographic,41
0.794701986754967,3,Mammographic,42
0.8137931034482759,5,Mammographic,42
0.864864864864865,10,Mammographic,42
0.7757575757575758,3,Mammographic,43
0.8024691358024691,5,Mammographic,43
0.8072289156626504,10,Mammographic,43
0.7674418604651162,3,Mammographic,44
0.8214285714285715,5,Mammographic,44
0.8121212121212121,10,Mammographic,44
0.7848101265822783,3,Mammographic,45
0.8050314465408804,5,Mammographic,45
0.7662337662337662,10,Mammographic,45
0.8114285714285714,3,Mammographic,46
0.8571428571428572,5,Mammographic,46
0.8439306358381502,10,Mammographic,46
0.7636363636363638,3,Mammographic,47
0.7804878048780488,5,Mammographic,47
0.7922077922077924,10,Mammographic,47
0.7469879518072289,3,Mammographic,48
0.7770700636942677,5,Mammographic,48
0.7894736842105263,10,Mammographic,48
0.7368421052631579,3,Mammographic,49
0.7333333333333334,5,Mammographic,49
0.7532467532467534,10,Mammographic,49
0.45084745762711864,3,Contraceptive,0
0.5186440677966102,5,Contraceptive,0
0.5423728813559322,10,Contraceptive,0
0.511864406779661,3,Contraceptive,1
0.49491525423728816,5,Contraceptive,1
0.5220338983050847,10,Contraceptive,1
0.4745762711864407,3,Contraceptive,2
0.4610169491525424,5,Contraceptive,2
0.5084745762711864,10,Contraceptive,2
0.445578231292517,3,Contraceptive,3
0.4489795918367347,5,Contraceptive,3
0.5034013605442177,10,Contraceptive,3
0.47278911564625853,3,Contraceptive,4
0.46258503401360546,5,Contraceptive,4
0.4965986394557823,10,Contraceptive,4
0.4576271186440678,3,Contraceptive,5
0.4915254237288136,5,Contraceptive,5
0.5288135593220339,10,Contraceptive,5
0.4745762711864407,3,Contraceptive,6
0.488135593220339,5,Contraceptive,6
0.5084745762711864,10,Contraceptive,6
0.423728813559322,3,Contraceptive,7
0.43728813559322033,5,Contraceptive,7
0.4440677966101695,10,Contraceptive,7
0.4387755102040816,3,Contraceptive,8
0.5034013605442177,5,Contraceptive,8
0.5068027210884354,10,Contraceptive,8
0.46938775510204084,3,Contraceptive,9
0.4931972789115646,5,Contraceptive,9
0.5034013605442177,10,Contraceptive,9
0.4406779661016949,3,Contraceptive,10
0.47796610169491527,5,Contraceptive,10
0.4576271186440678,10,Contraceptive,10
0.4711864406779661,3,Contraceptive,11
0.4915254237288136,5,Contraceptive,11
0.49830508474576274,10,Contraceptive,11
0.45084745762711864,3,Contraceptive,12
0.511864406779661,5,Contraceptive,12
0.5084745762711864,10,Contraceptive,12
0.46598639455782315,3,Contraceptive,13
0.5,5,Contraceptive,13
0.47619047619047616,10,Contraceptive,13
0.4421768707482993,3,Contraceptive,14
0.4387755102040816,5,Contraceptive,14
0.47278911564625853,10,Contraceptive,14
0.4542372881355932,3,Contraceptive,15
0.48135593220338985,5,Contraceptive,15
0.5152542372881356,10,Contraceptive,15
0.4576271186440678,3,Contraceptive,16
0.49491525423728816,5,Contraceptive,16
0.5016949152542373,10,Contraceptive,16
0.43389830508474575,3,Contraceptive,17
0.46440677966101696,5,Contraceptive,17
0.48135593220338985,10,Contraceptive,17
0.45918367346938777,3,Contraceptive,18
0.5102040816326531,5,Contraceptive,18
0.5068027210884354,10,Contraceptive,18
0.47278911564625853,3,Contraceptive,19
0.5272108843537415,5,Contraceptive,19
0.47619047619047616,10,Contraceptive,19
0.4440677966101695,3,Contraceptive,20
0.4711864406779661,5,Contraceptive,20
0.47796610169491527,10,Contraceptive,20
0.49491525423728816,3,Contraceptive,21
0.5389830508474577,5,Contraceptive,21
0.5389830508474577,10,Contraceptive,21
0.46440677966101696,3,Contraceptive,22
0.47796610169491527,5,Contraceptive,22
0.45084745762711864,10,Contraceptive,22
0.46258503401360546,3,Contraceptive,23
0.47619047619047616,5,Contraceptive,23
0.5714285714285714,10,Contraceptive,23
0.42517006802721086,3,Contraceptive,24
0.47619047619047616,5,Contraceptive,24
0.47278911564625853,10,Contraceptive,24
0.4847457627118644,3,Contraceptive,25
0.5084745762711864,5,Contraceptive,25
0.5084745762711864,10,Contraceptive,25
0.488135593220339,3,Contraceptive,26
0.49491525423728816,5,Contraceptive,26
0.5457627118644067,10,Contraceptive,26
0.44745762711864406,3,Contraceptive,27
0.49830508474576274,5,Contraceptive,27
0.4847457627118644,10,Contraceptive,27
0.42857142857142855,3,Contraceptive,28
0.48639455782312924,5,Contraceptive,28
0.5068027210884354,10,Contraceptive,28
0.4489795918367347,3,Contraceptive,29
0.445578231292517,5,Contraceptive,29
0.4897959183673469,10,Contraceptive,29
0.45084745762711864,3,Contraceptive,30
0.511864406779661,5,Contraceptive,30
0.5525423728813559,10,Contraceptive,30
0.46440677966101696,3,Contraceptive,31
0.5050847457627119,5,Contraceptive,31
0.5050847457627119,10,Contraceptive,31
0.4576271186440678,3,Contraceptive,32
0.4915254237288136,5,Contraceptive,32
0.49830508474576274,10,Contraceptive,32
0.47278911564625853,3,Contraceptive,33
0.45918367346938777,5,Contraceptive,33
0.4965986394557823,10,Contraceptive,33
0.4557823129251701,3,Contraceptive,34
0.4421768707482993,5,Contraceptive,34
0.48299319727891155,10,Contraceptive,34
0.4135593220338983,3,Contraceptive,35
0.4406779661016949,5,Contraceptive,35
0.5016949152542373,10,Contraceptive,35
0.48135593220338985,3,Contraceptive,36
0.4711864406779661,5,Contraceptive,36
0.5016949152542373,10,Contraceptive,36
0.4576271186440678,3,Contraceptive,37
0.5186440677966102,5,Contraceptive,37
0.5152542372881356,10,Contraceptive,37
0.4421768707482993,3,Contraceptive,38
0.47959183673469385,5,Contraceptive,38
0.4897959183673469,10,Contraceptive,38
0.4489795918367347,3,Contraceptive,39
0.47619047619047616,5,Contraceptive,39
0.5408163265306123,10,Contraceptive,39
0.4271186440677966,3,Contraceptive,40
0.44745762711864406,5,Contraceptive,40
0.49830508474576274,10,Contraceptive,40
0.46440677966101696,3,Contraceptive,41
0.5050847457627119,5,Contraceptive,41
0.5050847457627119,10,Contraceptive,41
0.46440677966101696,3,Contraceptive,42
0.4711864406779661,5,Contraceptive,42
0.4915254237288136,10,Contraceptive,42
0.4421768707482993,3,Contraceptive,43
0.445578231292517,5,Contraceptive,43
0.45918367346938777,10,Contraceptive,43
0.46938775510204084,3,Contraceptive,44
0.47278911564625853,5,Contraceptive,44
0.48639455782312924,10,Contraceptive,44
0.47796610169491527,3,Contraceptive,45
0.5016949152542373,5,Contraceptive,45
0.5152542372881356,10,Contraceptive,45
0.49491525423728816,3,Contraceptive,46
0.5254237288135594,5,Contraceptive,46
0.5322033898305085,10,Contraceptive,46
0.46779661016949153,3,Contraceptive,47
0.4745762711864407,5,Contraceptive,47
0.5254237288135594,10,Contraceptive,47
0.4489795918367347,3,Contraceptive,48
0.5,5,Contraceptive,48
0.5102040816326531,10,Contraceptive,48
0.46258503401360546,3,Contraceptive,49
0.43197278911564624,5,Contraceptive,49
0.46598639455782315,10,Contraceptive,49
2.982203995345801,3,Abalone,0
2.840033357847089,5,Abalone,0
2.7166859912620778,10,Abalone,0
2.637374002069911,3,Abalone,1
2.651171087269038,5,Abalone,1
2.4411739273432915,10,Abalone,1
2.8459446933496073,3,Abalone,2
2.825037756093411,5,Abalone,2
2.6830584032423856,10,Abalone,2
2.751156534159607,3,Abalone,3
2.678367542853441,5,Abalone,3
2.6175364383305197,10,Abalone,3
3.042414735888206,3,Abalone,4
3.0760811837631654,5,Abalone,4
2.8656545583695516,10,Abalone,4
2.7903199041443463,3,Abalone,5
2.6482367520176218,5,Abalone,5
2.6035952323606857,10,Abalone,5
2.9842088385943266,3,Abalone,6
2.8412966242856506,5,Abalone,6
2.808479981878532,10,Abalone,6
2.8203707234979007,3,Abalone,7
2.7293042696641914,5,Abalone,7
2.597557581502585,10,Abalone,7
2.7849037008044806,3,Abalone,8
2.788341854830788,5,Abalone,8
2.6396334349031654,10,Abalone,8
2.9849924021207426,3,Abalone,9
2.8335035759585803,5,Abalone,9
2.757678447383175,10,Abalone,9
2.7941754182482144,3,Abalone,10
2.8042176027613057,5,Abalone,10
2.6908048279296604,10,Abalone,10
2.7142632297518188,3,Abalone,11
2.739704520791251,5,Abalone,11
2.6111648393354674,10,Abalone,11
3.086381133786625,3,Abalone,12
2.991204671904207,5,Abalone,12
2.8812838123283915,10,Abalone,12
2.8633550941525887,3,Abalone,13
2.798630974126692,5,Abalone,13
2.740907669057716,10,Abalone,13
2.8071764321036334,3,Abalone,14
2.7035129065584544,5,Abalone,14
2.671203725161629,10,Abalone,14
2.813161139729846,3,Abalone,15
2.741450389708785,5,Abalone,15
2.684351248773949,10,Abalone,15
2.692582403567252,3,Abalone,16
2.7166859912620778,5,Abalone,16
2.552323268511582,10,Abalone,16
2.8366717446377803,3,Abalone,17
2.824401796661027,5,Abalone,17
2.665818228302017,10,Abalone,17
2.8725419067418363,3,Abalone,18
2.7842585742677053,5,Abalone,18
2.644393006203406,10,Abalone,18
2.978566146222902,3,Abalone,19
2.9391024741055585,5,Abalone,19
2.8781647512485002,10,Abalone,19
2.854736683321332,3,Abalone,20
2.8031509952894695,5,Abalone,20
2.776783447766403,10,Abalone,20
2.8120979244759785,3,Abalone,21
2.8955088139852085,5,Abalone,21
2.678552061903102,10,Abalone,21
2.7954196925479775,3,Abalone,22
2.7889860368550528,5,Abalone,22
2.602624193887926,10,Abalone,22
2.8710823346701657,3,Abalone,23
2.7840434988686535,5,Abalone,23
2.726230975053529,10,Abalone,23
2.9211186438993755,3,Abalone,24
2.9050853615830006,5,Abalone,24
2.6595213652489367,10,Abalone,24
2.882881333785523,3,Abalone,25
2.8326530752946217,5,Abalone,25
2.715144484070413,10,Abalone,25
2.856202852887397,3,Abalone,26
2.788175648157066,5,Abalone,26
2.6798914496333954,10,Abalone,26
3.031965430419266,3,Abalone,27
3.012747368530396,5,Abalone,27
2.821432090608627,10,Abalone,27
2.8432081062295356,3,Abalone,28
2.776073995113838,5,Abalone,28
2.667614601975079,10,Abalone,28
2.6984138166242224,3,Abalone,29
2.6763546572711556,5,Abalone,29
2.528875161181019,10,Abalone,29
3.083952909860855,3,Abalone,30
3.0354760471029723,5,Abalone,30
2.864566568748972,10,Abalone,30
2.906024101165547,3,Abalone,31
2.884125832584601,5,Abalone,31
2.763613541834755,10,Abalone,31
2.8345600256339885,3,Abalone,32
2.7419997947212718,5,Abalone,32
2.670979546257692,10,Abalone,32
2.8275801634681064,3,Abalone,33
2.7130202804100394,5,Abalone,33
2.5806743768869715,10,Abalone,33
2.6714278852530877,3,Abalone,34
2.597557581502585,5,Abalone,34
2.624618592194115,10,Abalone,34
2.7545091348845947,3,Abalone,35
2.6595049364829224,5,Abalone,35
2.5396379201670145,10,Abalone,35
2.98981524768856,3,Abalone,36
2.9870133584950285,5,Abalone,36
2.906847220882143,10,Abalone,36
2.7008537128921133,3,Abalone,37
2.6890774857840927,5,Abalone,37
2.5269801626674813,10,Abalone,37
3.0017958696609885,3,Abalone,38
2.966681244217251,5,Abalone,38
2.79349115165437,10,Abalone,38
2.8022659778790526,3,Abalone,39
2.7295236582960047,5,Abalone,39
2.686404002950016,10,Abalone,39
2.8518020828271418,3,Abalone,40
2.8157112183375217,5,Abalone,40
2.721525043903381,10,Abalone,40
2.946492521934882,3,Abalone,41
2.914860456909316,5,Abalone,41
2.8313859524062157,10,Abalone,41
2.6642454077682807,3,Abalone,42
2.6037743217419735,5,Abalone,42
2.4887772049839865,10,Abalone,42
2.9606197765126554,3,Abalone,43
2.8284271247461903,5,Abalone,43
2.7028483534147614,10,Abalone,43
2.9767562621604373,3,Abalone,44
2.897035445288422,5,Abalone,44
2.8503597839928196,10,Abalone,44
2.79203412326113,3,Abalone,45
2.6950246556825492,5,Abalone,45
2.6736352329462734,10,Abalone,45
2.815498800003823,3,Abalone,46
2.7901055527014225,5,Abalone,46
2.678552061903102,10,Abalone,46
2.760282897937584,3,Abalone,47
2.815057885409036,5,Abalone,47
2.6953052997170164,10,Abalone,47
2.8873044429203834,3,Abalone,48
2.742436523209304,5,Abalone,48
2.7314973630430943,10,Abalone,48
2.902817132612597,3,Abalone,49
2.7293042696641914,5,Abalone,49
2.648239727195144,10,Abalone,49
