method,split seed,p,selection,labels,improvement
OBMA,33,"(0.5, 60)","[[0, 1, 4, 5, 7, 8, 12, 15, 16, 17, 18, 20, 22, 23, 24, 25, 27, 28, 32], [2, 4, 7, 11, 12, 13, 14, 16, 18, 20, 21, 22, 25, 27, 28, 30, 32, 35, 36, 37], [0, 4, 5, 6, 7, 8, 9, 12, 16, 17, 19, 20, 21, 23, 27, 29, 30, 33, 34, 35]]","[1, 0, 2]",[nan]
OBMA,33,"(0.25, 30)","[[0, 5, 8, 12, 15, 17, 18, 20, 22, 25], [7, 11, 12, 13, 16, 20, 21, 28, 35, 37], [4, 5, 7, 9, 12, 16, 20, 27, 33, 35]]","[1, 0, 2]",[nan]
OBMA,33,"(0.125, 15)","[[0, 5, 8, 12, 25], [11, 13, 20, 35, 37], [4, 5, 20, 27, 33]]","[1, 0, 2]",[nan]
OBMA,34,"(0.5, 60)","[[4, 5, 6, 7, 10, 11, 12, 13, 15, 16, 19, 20, 21, 22, 25, 27, 28, 30, 31], [1, 2, 4, 7, 8, 11, 12, 15, 16, 17, 18, 19, 24, 26, 28, 29, 30, 31, 33, 34], [0, 1, 2, 5, 10, 13, 15, 16, 17, 20, 21, 22, 24, 25, 26, 28, 30, 31, 35, 39]]","[2, 0, 1]",[nan]
OBMA,34,"(0.25, 30)","[[4, 5, 11, 12, 13, 16, 20, 22, 27, 30], [4, 7, 11, 15, 16, 17, 18, 26, 31, 33], [0, 2, 5, 10, 13, 17, 20, 22, 35, 39]]","[2, 0, 1]",[nan]
OBMA,34,"(0.125, 15)","[[5, 11, 12, 22, 27], [11, 16, 17, 18, 31], [0, 5, 13, 17, 39]]","[2, 0, 1]",[nan]
OBMA,35,"(0.5, 60)","[[0, 1, 2, 8, 11, 13, 14, 17, 18, 20, 21, 23, 25, 26, 28, 29, 31, 34], [3, 4, 6, 9, 10, 11, 12, 14, 16, 17, 18, 19, 20, 24, 26, 28, 29, 31, 34, 35, 37], [0, 1, 5, 6, 7, 8, 10, 11, 14, 15, 17, 18, 19, 20, 21, 24, 25, 28, 31, 32, 34]]","[1, 0, 2]",[nan]
OBMA,35,"(0.25, 30)","[[0, 2, 8, 11, 14, 20, 23, 31, 34], [6, 9, 10, 11, 14, 17, 18, 19, 26, 34, 37], [5, 6, 7, 8, 10, 14, 21, 25, 31, 34]]","[1, 0, 2]",[nan]
OBMA,35,"(0.125, 15)","[[0, 18, 23, 31, 34], [9, 11, 17, 34, 37], [5, 6, 14, 25, 31]]","[1, 0, 2]",[nan]
OBMA,36,"(0.5, 60)","[[1, 2, 4, 10, 11, 12, 13, 15, 16, 18, 19, 23, 25, 27, 28, 31, 32, 33], [0, 3, 4, 5, 6, 7, 10, 13, 14, 16, 17, 18, 21, 25, 26, 27, 28, 29, 31, 33], [0, 1, 2, 6, 8, 9, 12, 13, 14, 18, 19, 22, 23, 24, 25, 27, 29, 31, 32, 35, 41]]","[0, 2, 1]",[nan]
OBMA,36,"(0.25, 30)","[[10, 11, 12, 18, 19, 23, 28, 31, 33], [3, 4, 7, 13, 14, 17, 21, 25, 28, 33], [0, 2, 6, 9, 13, 14, 23, 24, 25, 35, 41]]","[0, 2, 1]",[nan]
OBMA,36,"(0.125, 15)","[[10, 11, 12, 31, 33], [3, 4, 17, 21, 25], [0, 9, 24, 35, 41]]","[0, 2, 1]",[nan]
OBMA,37,"(0.5, 60)","[[2, 3, 4, 7, 8, 10, 11, 12, 14, 17, 18, 19, 21, 24, 25, 28, 29, 30], [0, 1, 2, 3, 6, 9, 11, 12, 14, 16, 18, 19, 21, 22, 24, 27, 28, 29, 32], [3, 7, 9, 12, 13, 14, 16, 19, 20, 21, 22, 27, 28, 29, 30, 32, 33, 34, 37, 38, 39, 40]]","[2, 1, 0]",[nan]
OBMA,37,"(0.25, 30)","[[4, 7, 10, 11, 12, 14, 19, 21, 28], [0, 2, 6, 9, 12, 14, 16, 21, 24, 32], [12, 13, 14, 16, 19, 20, 21, 30, 34, 37, 40]]","[2, 1, 0]",[nan]
OBMA,37,"(0.125, 15)","[[7, 10, 11, 21, 28], [0, 6, 9, 12, 24], [12, 14, 19, 37, 40]]","[2, 1, 0]",[nan]
OBMA,38,"(0.5, 60)","[[2, 4, 7, 10, 13, 15, 16, 17, 22, 23, 24, 25, 26, 28, 29, 30, 31, 34], [0, 1, 2, 5, 8, 12, 13, 15, 17, 18, 19, 22, 23, 26, 28, 29, 30, 34, 38], [0, 5, 6, 7, 8, 9, 10, 12, 16, 17, 18, 20, 21, 24, 28, 29, 30, 31, 33, 34, 36, 37]]","[0, 1, 2]",[nan]
OBMA,38,"(0.25, 30)","[[4, 7, 15, 16, 23, 24, 28, 29, 31], [1, 5, 8, 12, 13, 15, 19, 22, 28, 38], [5, 6, 10, 12, 16, 17, 18, 21, 28, 33, 36]]","[0, 1, 2]",[nan]
OBMA,38,"(0.125, 15)","[[15, 16, 24, 28, 31], [1, 8, 13, 28, 38], [6, 17, 21, 28, 33]]","[0, 1, 2]",[nan]
OBMA,39,"(0.5, 60)","[[5, 6, 7, 8, 9, 10, 13, 15, 16, 17, 18, 21, 22, 23, 26, 29, 31, 32], [1, 3, 6, 10, 11, 12, 13, 14, 15, 17, 19, 20, 21, 24, 25, 27, 28, 32, 34], [0, 1, 2, 4, 5, 7, 8, 12, 15, 17, 19, 20, 21, 22, 23, 25, 27, 28, 31, 34, 37, 42]]","[2, 0, 1]",[nan]
OBMA,39,"(0.25, 30)","[[5, 6, 10, 13, 15, 16, 18, 29, 31], [6, 11, 12, 13, 15, 19, 20, 21, 28, 32], [0, 1, 5, 8, 12, 15, 19, 23, 25, 28, 42]]","[2, 0, 1]",[nan]
OBMA,39,"(0.125, 15)","[[6, 13, 15, 16, 31], [11, 13, 15, 19, 20], [0, 1, 8, 28, 42]]","[2, 0, 1]",[nan]
OBMA,40,"(0.5, 60)","[[2, 3, 6, 9, 10, 11, 14, 16, 17, 20, 21, 23, 24, 26, 28, 30, 31, 32, 33], [0, 3, 4, 5, 6, 7, 10, 11, 14, 15, 16, 17, 20, 21, 22, 27, 29, 30, 31, 32], [0, 1, 2, 5, 6, 8, 12, 13, 15, 16, 17, 20, 21, 22, 24, 26, 27, 30, 34, 36, 40]]","[0, 2, 1]",[nan]
OBMA,40,"(0.25, 30)","[[3, 9, 10, 14, 16, 17, 24, 28, 30, 32], [3, 4, 7, 10, 14, 15, 16, 17, 29, 31], [0, 6, 8, 13, 15, 17, 22, 24, 27, 40]]","[0, 2, 1]",[nan]
OBMA,40,"(0.125, 15)","[[9, 10, 16, 17, 32], [4, 10, 14, 15, 31], [0, 8, 22, 27, 40]]","[0, 2, 1]",[nan]
OBMA,41,"(0.5, 60)","[[0, 1, 2, 3, 6, 7, 9, 12, 15, 17, 18, 19, 22, 23, 25, 26, 28, 30, 36], [0, 4, 5, 6, 7, 8, 9, 12, 14, 15, 17, 18, 20, 22, 23, 25, 26, 29, 30], [2, 4, 7, 11, 12, 13, 14, 16, 18, 20, 21, 22, 23, 28, 30, 31, 32, 33, 36, 37, 38, 39]]","[1, 2, 0]",[nan]
OBMA,41,"(0.25, 30)","[[0, 2, 3, 7, 12, 15, 19, 22, 23, 36], [4, 5, 7, 9, 12, 14, 18, 20, 23, 29], [7, 11, 12, 13, 16, 20, 22, 28, 36, 39]]","[1, 2, 0]",[nan]
OBMA,41,"(0.125, 15)","[[0, 7, 15, 19, 36], [4, 5, 18, 23, 29], [11, 13, 20, 36, 39]]","[1, 2, 0]",[nan]
OBMA,42,"(0.5, 60)","[[0, 1, 2, 4, 6, 7, 9, 10, 13, 16, 18, 19, 20, 21, 22, 24, 27, 30, 33], [1, 4, 7, 11, 12, 13, 14, 16, 17, 19, 20, 21, 22, 26, 27, 29, 31, 32, 35, 37], [0, 5, 6, 7, 8, 11, 15, 16, 17, 19, 21, 22, 25, 26, 28, 29, 32, 33, 35, 36]]","[1, 0, 2]",[nan]
OBMA,42,"(0.25, 30)","[[0, 2, 4, 7, 10, 13, 16, 21, 24, 33], [11, 12, 13, 16, 19, 20, 21, 32, 35, 37], [5, 6, 7, 11, 15, 16, 22, 26, 32, 35]]","[1, 0, 2]",[nan]
OBMA,42,"(0.125, 15)","[[0, 4, 7, 10, 24], [11, 13, 19, 35, 37], [5, 15, 16, 26, 32]]","[1, 0, 2]",[nan]
OBMA,43,"(0.5, 60)","[[1, 5, 8, 9, 10, 12, 14, 15, 16, 17, 22, 23, 24, 26, 28, 29, 30, 31], [1, 5, 6, 7, 8, 9, 10, 14, 15, 17, 18, 21, 22, 23, 26, 28, 29, 31, 33, 34], [0, 1, 2, 4, 5, 6, 10, 13, 15, 16, 18, 19, 21, 22, 23, 25, 28, 29, 32, 35, 40]]","[0, 2, 1]",[nan]
OBMA,43,"(0.25, 30)","[[5, 8, 9, 12, 14, 15, 24, 28, 31], [5, 6, 10, 14, 15, 17, 18, 23, 26, 33], [0, 1, 2, 6, 10, 13, 19, 21, 25, 35, 40]]","[0, 2, 1]",[nan]
OBMA,43,"(0.125, 15)","[[9, 12, 14, 15, 28], [6, 10, 14, 18, 26], [0, 1, 6, 25, 40]]","[0, 2, 1]",[nan]
OBMA,44,"(0.5, 60)","[[2, 3, 5, 6, 8, 13, 14, 15, 17, 19, 20, 21, 25, 26, 27, 28, 30, 32, 35, 36], [0, 1, 2, 5, 6, 8, 9, 13, 14, 19, 21, 22, 23, 25, 28, 31, 32, 33, 36, 39], [0, 1, 3, 4, 5, 7, 8, 11, 12, 13, 15, 16, 17, 19, 20, 24, 27, 28, 31, 33]]","[0, 1, 2]",[nan]
OBMA,44,"(0.25, 30)","[[8, 13, 14, 15, 19, 20, 28, 30, 35, 36], [1, 6, 9, 13, 14, 19, 23, 28, 36, 39], [3, 5, 7, 11, 12, 13, 16, 20, 24, 31]]","[0, 1, 2]",[nan]
OBMA,44,"(0.125, 15)","[[13, 14, 19, 35, 36], [1, 9, 14, 28, 39], [7, 11, 12, 24, 31]]","[0, 1, 2]",[nan]
OBMA,45,"(0.5, 60)","[[4, 5, 6, 7, 8, 9, 11, 12, 13, 14, 15, 17, 18, 21, 22, 23, 26, 28], [2, 4, 6, 11, 12, 13, 14, 16, 18, 20, 21, 22, 25, 27, 28, 31, 32, 34, 35, 36, 39], [0, 1, 2, 4, 6, 7, 11, 14, 16, 17, 19, 20, 21, 23, 25, 27, 30, 31, 34, 36, 41]]","[2, 0, 1]",[nan]
OBMA,45,"(0.25, 30)","[[5, 9, 11, 13, 14, 15, 18, 26, 28], [11, 12, 13, 16, 20, 21, 22, 28, 32, 34, 36], [0, 1, 4, 7, 11, 14, 21, 23, 27, 41]]","[2, 0, 1]",[nan]
OBMA,45,"(0.125, 15)","[[5, 14, 18, 26, 28], [11, 13, 20, 34, 36], [0, 7, 21, 27, 41]]","[2, 0, 1]",[nan]
OBMA,46,"(0.5, 60)","[[2, 5, 8, 9, 10, 11, 13, 15, 17, 18, 19, 20, 24, 25, 26, 27, 31, 32, 33], [0, 1, 2, 3, 5, 6, 9, 12, 13, 15, 17, 19, 21, 22, 24, 27, 28, 30, 33, 38], [3, 4, 5, 6, 7, 8, 11, 12, 15, 16, 17, 18, 19, 21, 25, 27, 28, 29, 32, 33]]","[0, 1, 2]",[nan]
OBMA,46,"(0.25, 30)","[[5, 8, 9, 10, 13, 17, 18, 19, 26, 31], [0, 2, 6, 9, 12, 13, 15, 17, 24, 38], [3, 4, 6, 8, 11, 15, 16, 21, 25, 33]]","[0, 1, 2]",[nan]
OBMA,46,"(0.125, 15)","[[8, 10, 13, 17, 31], [0, 2, 9, 24, 38], [3, 4, 8, 16, 25]]","[0, 1, 2]",[nan]
OBMA,47,"(0.5, 60)","[[0, 2, 3, 7, 9, 12, 13, 15, 17, 20, 21, 22, 23, 24, 26, 27, 28, 32, 36], [3, 6, 11, 12, 13, 15, 17, 19, 20, 21, 22, 26, 28, 30, 31, 32, 33, 35, 36, 38], [1, 5, 6, 7, 8, 11, 12, 15, 16, 18, 21, 22, 23, 25, 28, 29, 31, 32, 34, 35]]","[1, 0, 2]",[nan]
OBMA,47,"(0.25, 30)","[[0, 2, 3, 7, 13, 17, 22, 26, 32, 36], [11, 12, 15, 19, 20, 21, 28, 33, 35, 38], [5, 7, 8, 11, 15, 16, 18, 31, 34, 35]]","[1, 0, 2]",[nan]
OBMA,47,"(0.125, 15)","[[0, 7, 17, 26, 36], [11, 12, 19, 35, 38], [7, 11, 15, 31, 34]]","[1, 0, 2]",[nan]
OBMA,48,"(0.5, 60)","[[0, 3, 4, 5, 6, 10, 12, 13, 16, 17, 19, 20, 21, 23, 24, 27, 28, 30, 31], [3, 5, 8, 12, 13, 14, 16, 18, 19, 20, 23, 24, 25, 27, 28, 29, 32, 33, 34, 35], [0, 1, 2, 5, 6, 7, 8, 12, 15, 18, 19, 22, 23, 24, 26, 27, 28, 31, 34, 36]]","[2, 0, 1]",[nan]
OBMA,48,"(0.25, 30)","[[3, 4, 6, 10, 12, 13, 20, 23, 27, 30], [8, 12, 13, 14, 16, 18, 19, 25, 32, 35], [0, 2, 6, 8, 12, 19, 24, 26, 28, 36]]","[2, 0, 1]",[nan]
OBMA,48,"(0.125, 15)","[[4, 10, 13, 20, 27], [12, 14, 18, 32, 35], [0, 2, 6, 8, 28]]","[2, 0, 1]",[nan]
OBMA,49,"(0.5, 60)","[[1, 2, 4, 10, 11, 13, 14, 15, 16, 21, 23, 24, 26, 28, 29, 32, 33, 35], [0, 1, 4, 6, 9, 10, 13, 15, 17, 20, 21, 23, 24, 25, 28, 29, 31, 32, 37], [0, 1, 5, 6, 7, 8, 11, 15, 16, 17, 19, 20, 22, 23, 27, 29, 30, 31, 34, 35, 37, 38]]","[0, 1, 2]",[nan]
OBMA,49,"(0.25, 30)","[[1, 4, 10, 14, 15, 24, 29, 32, 33], [1, 6, 9, 10, 13, 17, 21, 23, 29, 37], [5, 7, 11, 15, 16, 17, 20, 23, 27, 34, 37]]","[0, 1, 2]",[nan]
OBMA,49,"(0.125, 15)","[[10, 14, 29, 32, 33], [6, 10, 17, 21, 37], [5, 16, 20, 27, 34]]","[0, 1, 2]",[nan]
