method,split seed,p,selection,labels,improvement
OBMA,31,"(0.25, 72)","[[5, 7, 8, 12], [4, 9, 13, 19, 21, 22, 33, 34, 37, 39], [1, 3, 12, 16, 21, 27, 30, 31, 34, 35], [2, 4, 5, 7, 8, 9, 19, 25, 26, 37, 41, 43], [1, 2, 4, 5, 6, 8, 11, 12, 18, 22, 27, 33, 41, 55], [9, 14, 17, 20, 23, 25, 26, 27, 29, 31, 32, 34, 38, 44, 45, 55, 57, 70, 75, 76, 82, 83]]","[6, 4, 5, 2, 3, 1]",[nan]
OBMA,31,"(0.125, 36)","[[1, 8], [9, 19, 33, 37, 39], [1, 12, 16, 21, 30], [4, 5, 8, 9, 26, 43], [2, 4, 5, 6, 8, 18, 22], [17, 23, 25, 27, 31, 32, 38, 44, 45, 57, 83]]","[6, 4, 5, 2, 3, 1]",[nan]
OBMA,32,"(0.5, 144)","[[0, 3, 7, 10, 13, 14, 15, 16, 17], [1, 4, 5, 6, 7, 8, 10, 12, 15, 17, 18, 19, 20, 31, 32, 33, 34, 36, 37], [0, 1, 3, 4, 6, 7, 15, 16, 17, 18, 20, 23, 25, 28, 31, 32, 33, 35, 36, 37, 41], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 15, 18, 19, 20, 22, 29, 32, 38, 39, 41, 42, 44], [1, 2, 3, 4, 5, 6, 8, 9, 10, 12, 13, 14, 18, 20, 21, 22, 28, 32, 33, 34, 35, 37, 38, 46, 47, 48, 50, 51, 58, 61, 62], [0, 3, 4, 5, 6, 7, 9, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 26, 27, 31, 32, 34, 36, 37, 42, 44, 45, 50, 56, 57, 59, 60, 65, 67, 72, 74, 75]]","[6, 4, 5, 2, 3, 1]",[nan]
OBMA,32,"(0.25, 72)","[[0, 10, 13, 16, 17], [4, 5, 6, 7, 12, 17, 18, 32, 33, 36], [0, 1, 3, 7, 15, 17, 23, 28, 32, 33, 37], [0, 3, 4, 5, 6, 7, 9, 19, 20, 32, 42], [1, 3, 4, 5, 6, 8, 10, 13, 18, 20, 22, 33, 46, 47, 48, 61], [3, 4, 9, 13, 15, 16, 18, 19, 20, 21, 22, 26, 31, 32, 42, 44, 67, 74, 75]]","[6, 4, 5, 2, 3, 1]",[nan]
OBMA,32,"(0.125, 36)","[[0, 16], [4, 5, 17, 32, 36], [1, 7, 17, 23, 32], [3, 4, 6, 7, 9, 42], [1, 3, 4, 5, 6, 8, 18, 22], [9, 13, 15, 16, 20, 21, 22, 44, 67, 74]]","[6, 4, 5, 2, 3, 1]",[nan]
OBMA,33,"(0.5, 144)","[[0, 1, 2, 3, 10, 11, 12], [1, 3, 5, 6, 7, 13, 14, 15, 17, 19, 22, 25, 26, 27, 28, 31], [3, 4, 6, 8, 12, 15, 16, 17, 19, 20, 22, 24, 29, 31, 32, 34, 35, 36], [0, 1, 2, 3, 4, 5, 6, 7, 9, 13, 14, 16, 19, 20, 21, 24, 25, 37, 41, 42, 44, 45, 47, 48], [0, 1, 2, 3, 4, 5, 7, 8, 9, 11, 17, 19, 26, 29, 30, 31, 32, 34, 35, 39, 41, 43, 44, 46, 52, 53, 55, 56], [2, 3, 4, 5, 6, 9, 14, 16, 17, 18, 20, 21, 23, 24, 25, 26, 27, 29, 30, 31, 32, 33, 36, 38, 39, 41, 42, 45, 46, 47, 53, 55, 56, 57, 58, 59, 66, 67, 72, 75, 77, 78, 85, 86, 88, 92, 93, 94]]","[6, 5, 4, 2, 3, 1]",[nan]
OBMA,33,"(0.25, 72)","[[0, 3, 11, 12], [1, 3, 6, 17, 19, 26, 27, 28], [3, 4, 6, 8, 17, 29, 31, 34, 36], [0, 1, 4, 5, 6, 7, 16, 20, 25, 41, 44, 48], [0, 2, 3, 4, 5, 7, 8, 9, 11, 17, 30, 43, 44, 55], [2, 6, 14, 16, 17, 20, 21, 23, 24, 25, 27, 29, 30, 32, 36, 41, 42, 47, 53, 55, 57, 75, 85, 88, 94]]","[6, 5, 4, 2, 3, 1]",[nan]
OBMA,33,"(0.125, 36)","[[0, 12], [1, 6, 19, 28], [3, 4, 29, 31, 34], [1, 4, 5, 20, 25, 44], [2, 3, 4, 5, 7, 17, 44], [17, 20, 21, 23, 24, 25, 29, 30, 42, 53, 85, 94]]","[6, 5, 4, 2, 3, 1]",[nan]
OBMA,34,"(0.5, 144)","[[0, 1, 3, 5, 6, 10, 11], [3, 4, 5, 7, 8, 11, 13, 14, 16, 19, 22, 26, 29, 32, 34, 35, 36, 37, 38], [1, 2, 4, 5, 7, 8, 15, 19, 23, 24, 25, 26, 29, 32, 33, 34, 35, 36, 37, 38], [0, 1, 3, 5, 6, 7, 8, 9, 10, 12, 15, 19, 22, 23, 25, 27, 28, 34, 36, 39, 43, 44, 45, 46], [1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 13, 16, 18, 22, 23, 24, 26, 27, 28, 29, 31, 33, 34, 37, 40, 41, 43, 56], [3, 4, 5, 7, 8, 10, 11, 15, 17, 18, 19, 20, 21, 22, 23, 24, 26, 27, 28, 30, 32, 33, 34, 38, 40, 43, 45, 48, 50, 51, 52, 53, 54, 61, 62, 64, 68, 69, 70, 76, 78, 82, 83]]","[6, 4, 5, 2, 3, 1]",[nan]
OBMA,34,"(0.25, 72)","[[0, 1, 5, 10], [3, 4, 7, 8, 13, 22, 32, 34, 36, 38], [1, 2, 7, 19, 23, 24, 26, 32, 33, 34], [0, 5, 7, 8, 9, 10, 19, 27, 28, 36, 43, 45], [2, 3, 4, 5, 7, 8, 10, 16, 18, 26, 28, 29, 31, 41], [3, 4, 10, 15, 17, 18, 22, 24, 26, 27, 28, 30, 32, 33, 38, 48, 50, 53, 69, 70, 78, 82]]","[6, 4, 5, 2, 3, 1]",[nan]
OBMA,34,"(0.125, 36)","[[0, 7], [3, 4, 7, 32, 36], [2, 19, 24, 26, 33], [0, 5, 8, 10, 28, 36], [3, 4, 5, 7, 16, 18, 41], [15, 17, 18, 22, 24, 26, 28, 30, 33, 48, 82]]","[6, 4, 5, 2, 3, 1]",[nan]
OBMA,35,"(0.5, 144)","[[3, 4, 5, 6, 7, 12, 13, 15], [1, 2, 4, 5, 6, 7, 8, 9, 13, 17, 20, 22, 25, 27, 30, 31, 32, 33, 36], [1, 3, 4, 5, 6, 7, 10, 13, 17, 20, 22, 23, 25, 30, 31, 34, 36, 38, 39, 40], [0, 1, 2, 4, 5, 6, 7, 8, 9, 10, 14, 17, 18, 20, 22, 23, 35, 38, 41, 42, 43, 44, 45], [1, 2, 3, 5, 6, 7, 8, 9, 10, 16, 17, 19, 23, 24, 25, 28, 29, 30, 32, 34, 35, 37, 40, 41, 43, 52, 55, 56], [4, 6, 9, 13, 14, 16, 17, 19, 20, 21, 22, 23, 24, 25, 26, 27, 29, 30, 31, 34, 36, 37, 39, 40, 45, 48, 50, 52, 53, 54, 55, 61, 63, 65, 66, 68, 69, 73, 74, 75, 77, 82, 83, 84]]","[6, 5, 4, 2, 3, 1]",[nan]
OBMA,35,"(0.25, 72)","[[3, 4, 5, 12], [1, 2, 5, 8, 22, 25, 30, 31, 32, 33], [3, 4, 6, 7, 13, 23, 34, 36, 38, 40], [0, 1, 5, 6, 8, 17, 20, 22, 35, 42, 43, 44], [1, 2, 3, 5, 7, 9, 16, 17, 19, 24, 28, 40, 41, 55], [4, 9, 14, 16, 17, 20, 21, 22, 23, 24, 25, 27, 29, 31, 34, 39, 40, 50, 55, 74, 77, 84]]","[6, 5, 4, 2, 3, 1]",[nan]
OBMA,35,"(0.125, 36)","[[5, 7], [2, 8, 22, 25, 33], [3, 4, 7, 23, 38], [6, 8, 17, 42, 43, 44], [1, 2, 3, 16, 17, 19, 41], [9, 16, 21, 22, 24, 25, 29, 39, 50, 73, 84]]","[6, 5, 4, 2, 3, 1]",[nan]
OBMA,36,"(0.5, 144)","[[0, 2, 4, 6, 7, 9, 10, 11], [1, 2, 4, 5, 7, 8, 12, 16, 17, 21, 22, 24, 28, 30, 31, 32, 33, 34, 35], [1, 4, 5, 7, 9, 10, 14, 17, 18, 20, 21, 24, 28, 31, 33, 34, 36, 37, 38], [0, 1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 16, 18, 20, 21, 22, 23, 26, 35, 37, 39, 40, 45], [1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 16, 18, 19, 20, 25, 29, 30, 31, 33, 40, 41, 42, 44, 45, 51, 54], [4, 5, 6, 7, 8, 11, 12, 14, 15, 17, 18, 20, 21, 22, 24, 25, 26, 27, 29, 31, 32, 33, 34, 36, 38, 39, 41, 43, 44, 47, 49, 50, 56, 58, 59, 60, 69, 71, 72, 75, 81, 82, 83, 88, 89]]","[6, 5, 4, 2, 3, 1]",[nan]
OBMA,36,"(0.25, 72)","[[0, 1, 6, 9], [1, 2, 4, 8, 12, 17, 21, 22, 30, 31], [4, 5, 7, 9, 18, 31, 33, 34, 36, 38], [0, 1, 5, 6, 8, 9, 11, 18, 23, 26, 35, 45], [2, 3, 4, 5, 6, 7, 9, 12, 16, 20, 25, 40, 41, 54], [11, 15, 18, 22, 24, 25, 26, 27, 29, 31, 32, 34, 38, 43, 44, 56, 58, 60, 72, 82, 88, 89]]","[6, 5, 4, 2, 3, 1]",[nan]
OBMA,36,"(0.125, 36)","[[0, 9], [1, 2, 21, 22, 30], [4, 5, 31, 33, 36], [5, 6, 8, 9, 11, 26], [2, 4, 5, 6, 7, 16, 20], [18, 22, 24, 27, 31, 32, 43, 58, 72, 88, 89]]","[6, 5, 4, 2, 3, 1]",[nan]
OBMA,37,"(0.5, 144)","[[2, 3, 4, 5, 6, 9, 10, 12, 17], [0, 1, 3, 4, 8, 11, 12, 14, 16, 17, 18, 23, 24, 25, 26, 27], [2, 3, 4, 5, 7, 9, 13, 14, 19, 20, 24, 27, 28, 29, 30, 33, 34], [0, 1, 3, 5, 6, 7, 8, 9, 10, 12, 13, 15, 17, 20, 21, 22, 24, 26, 27, 38, 39, 45, 46, 48, 49, 50, 53], [1, 2, 3, 4, 5, 6, 8, 9, 10, 12, 17, 18, 19, 25, 27, 29, 30, 31, 33, 35, 39, 41, 42, 43, 45, 52, 55, 56], [3, 4, 5, 6, 7, 8, 14, 16, 17, 18, 19, 20, 21, 22, 23, 25, 26, 27, 29, 31, 32, 33, 34, 35, 38, 39, 43, 46, 47, 50, 51, 52, 53, 54, 62, 67, 68, 69, 70, 71, 72, 78, 80, 86, 87]]","[6, 5, 4, 2, 3, 1]",[nan]
OBMA,37,"(0.25, 72)","[[2, 3, 4, 6, 9], [0, 3, 11, 14, 16, 18, 23, 26], [2, 3, 4, 9, 19, 28, 29, 33, 34], [0, 5, 6, 7, 8, 9, 10, 17, 21, 24, 27, 39, 45, 48], [2, 4, 5, 6, 8, 9, 10, 12, 17, 19, 30, 33, 42, 43], [8, 14, 17, 20, 21, 23, 25, 26, 27, 29, 31, 33, 39, 43, 46, 50, 51, 71, 78, 80, 86, 87]]","[6, 5, 4, 2, 3, 1]",[nan]
OBMA,37,"(0.125, 36)","[[2, 6], [0, 3, 16, 23], [2, 3, 19, 33], [5, 6, 8, 10, 27, 45, 48], [4, 5, 6, 10, 12, 17, 19], [17, 21, 23, 25, 27, 31, 39, 43, 50, 51, 80, 87]]","[6, 5, 4, 2, 3, 1]",[nan]
OBMA,38,"(0.5, 144)","[[1, 5, 6, 7, 8, 10], [1, 3, 4, 5, 7, 10, 11, 13, 16, 19, 20, 21, 22, 27, 30, 34, 35, 37, 38], [1, 3, 6, 12, 13, 15, 16, 17, 21, 22, 23, 27, 30, 31, 32, 33, 34, 35, 36, 38], [0, 1, 2, 3, 4, 5, 6, 7, 8, 10, 15, 18, 21, 23, 24, 31, 32, 39, 40, 42, 43, 44, 46], [1, 2, 3, 4, 5, 6, 8, 9, 12, 13, 18, 19, 21, 28, 29, 30, 31, 33, 35, 38, 39, 40, 41, 42, 44, 47, 51, 56, 57], [0, 3, 4, 5, 6, 7, 14, 15, 16, 17, 18, 19, 20, 21, 22, 24, 25, 26, 28, 29, 30, 34, 35, 37, 38, 39, 40, 44, 50, 51, 52, 53, 58, 59, 62, 67, 68, 69, 70, 71, 77, 78, 79, 84, 86]]","[6, 4, 5, 2, 3, 1]",[nan]
OBMA,38,"(0.25, 72)","[[5, 8, 10], [1, 4, 7, 13, 19, 20, 27, 34, 35, 37], [1, 3, 13, 16, 22, 30, 31, 32, 34, 38], [3, 4, 5, 6, 7, 8, 10, 18, 24, 32, 42, 43], [1, 2, 4, 5, 6, 9, 12, 18, 29, 30, 31, 41, 42, 51, 56], [3, 7, 15, 16, 17, 20, 22, 24, 25, 26, 28, 29, 34, 39, 40, 50, 51, 53, 68, 70, 79, 86]]","[6, 4, 5, 2, 3, 1]",[nan]
OBMA,38,"(0.125, 36)","[[0, 6], [4, 7, 19, 20, 34], [1, 13, 16, 22, 31], [3, 4, 6, 8, 24, 42], [2, 4, 5, 6, 9, 18, 56], [16, 17, 20, 22, 24, 28, 29, 34, 40, 50, 86]]","[6, 4, 5, 2, 3, 1]",[nan]
OBMA,39,"(0.5, 144)","[[1, 2, 3, 8, 9, 10, 11, 14], [1, 3, 4, 6, 8, 10, 12, 14, 16, 17, 19, 22, 27, 30, 32, 33, 34, 36, 37], [1, 2, 4, 5, 6, 7, 16, 18, 19, 21, 23, 24, 25, 29, 32, 33, 34, 35, 36, 37, 38, 42], [0, 1, 3, 4, 5, 6, 11, 15, 16, 18, 19, 20, 22, 23, 24, 34, 35, 36, 39, 41, 42, 45, 46], [0, 1, 2, 3, 4, 5, 6, 7, 8, 11, 12, 18, 19, 20, 22, 24, 25, 26, 30, 31, 32, 35, 37, 40, 43, 50, 55, 56], [1, 2, 4, 5, 7, 10, 12, 13, 15, 16, 17, 19, 21, 22, 23, 24, 25, 26, 27, 28, 29, 32, 34, 35, 36, 40, 41, 47, 49, 50, 51, 52, 53, 59, 60, 67, 68, 73, 75, 80, 81, 84]]","[6, 4, 5, 2, 3, 1]",[nan]
OBMA,39,"(0.25, 72)","[[0, 1, 3, 14], [1, 3, 6, 10, 17, 19, 30, 32, 36, 37], [1, 2, 4, 7, 16, 19, 24, 25, 33, 34, 36], [0, 3, 4, 5, 6, 15, 19, 20, 23, 35, 39, 41], [1, 3, 4, 5, 6, 8, 11, 18, 20, 22, 24, 31, 43, 55], [1, 7, 12, 17, 19, 21, 22, 24, 25, 26, 27, 32, 36, 41, 47, 49, 53, 68, 75, 80, 81]]","[6, 4, 5, 2, 3, 1]",[nan]
OBMA,39,"(0.125, 36)","[[1, 14], [3, 17, 30, 32, 36], [1, 2, 7, 19, 24, 33], [3, 4, 5, 6, 23, 41], [3, 4, 5, 6, 18, 22, 43], [12, 17, 19, 22, 25, 26, 36, 47, 68, 81]]","[6, 4, 5, 2, 3, 1]",[nan]
OBMA,40,"(0.5, 144)","[[0, 1, 2, 3, 5, 7, 11, 15], [1, 3, 4, 5, 6, 8, 9, 10, 12, 16, 20, 21, 23, 26, 28, 31, 35, 36, 38, 39], [1, 2, 4, 5, 6, 7, 14, 18, 19, 21, 22, 24, 30, 31, 32, 33, 34, 35, 36, 39], [0, 2, 3, 4, 5, 6, 7, 8, 10, 14, 17, 20, 22, 23, 27, 31, 32, 37, 38, 40, 41, 43], [1, 2, 3, 4, 6, 7, 8, 11, 12, 16, 18, 19, 20, 26, 28, 31, 32, 33, 34, 36, 37, 42, 44, 45, 50, 51, 54, 55], [4, 5, 7, 8, 10, 11, 16, 18, 19, 20, 21, 23, 25, 26, 27, 28, 30, 31, 32, 33, 34, 36, 37, 38, 40, 41, 44, 46, 47, 51, 52, 60, 63, 68, 69, 71, 72, 76, 77, 78, 80, 84, 85, 86]]","[6, 4, 5, 2, 3, 1]",[nan]
OBMA,40,"(0.25, 72)","[[0, 2, 7, 11], [1, 4, 5, 12, 20, 21, 28, 31, 35, 38], [1, 2, 7, 18, 21, 22, 24, 31, 32, 36], [0, 4, 5, 6, 7, 8, 22, 23, 32, 38, 40], [2, 3, 4, 6, 8, 11, 16, 18, 20, 26, 32, 37, 44, 54], [10, 16, 19, 23, 25, 26, 27, 30, 31, 32, 33, 37, 38, 40, 41, 51, 52, 69, 71, 77, 80, 85, 86]]","[6, 4, 5, 2, 3, 1]",[nan]
OBMA,40,"(0.125, 36)","[[2, 7], [4, 5, 6, 20, 21], [1, 2, 22, 31, 36], [4, 6, 8, 23, 32, 38], [2, 3, 4, 6, 8, 16, 20], [10, 19, 23, 27, 30, 31, 37, 40, 51, 69, 85]]","[6, 4, 5, 2, 3, 1]",[nan]
OBMA,41,"(0.5, 144)","[[1, 5, 6, 7, 9, 11, 14, 15], [1, 2, 4, 6, 13, 14, 16, 20, 21, 22, 23, 26, 29, 30, 31, 32, 33, 34, 35, 39], [1, 4, 5, 6, 8, 13, 17, 20, 21, 22, 23, 28, 31, 32, 34, 36, 37, 38, 40, 41, 42], [0, 2, 3, 4, 5, 6, 7, 8, 10, 16, 18, 19, 20, 22, 24, 31, 37, 39, 40, 42, 43, 44, 45, 48], [1, 2, 3, 4, 5, 6, 7, 8, 10, 16, 18, 19, 20, 22, 28, 29, 33, 34, 35, 37, 41, 42, 46, 47, 51, 52], [2, 3, 4, 6, 7, 8, 9, 13, 14, 15, 16, 17, 18, 19, 20, 22, 23, 24, 25, 26, 28, 29, 30, 35, 37, 38, 39, 40, 42, 44, 45, 49, 51, 53, 54, 59, 64, 66, 74, 78, 79]]","[6, 5, 4, 2, 3, 1]",[nan]
OBMA,41,"(0.25, 72)","[[1, 9, 11, 15], [1, 2, 4, 14, 21, 30, 31, 33, 35, 39], [4, 5, 6, 8, 13, 21, 22, 34, 36, 40, 42], [0, 3, 4, 5, 6, 8, 19, 20, 24, 37, 43, 44], [2, 3, 4, 5, 7, 10, 16, 18, 20, 22, 34, 47, 51], [3, 7, 9, 13, 15, 18, 19, 20, 22, 23, 24, 26, 28, 30, 40, 44, 49, 51, 53, 66, 74, 79]]","[6, 5, 4, 2, 3, 1]",[nan]
OBMA,41,"(0.125, 36)","[[1, 11], [2, 21, 23, 30, 33], [4, 5, 34, 36, 40], [3, 4, 6, 8, 24, 44], [2, 3, 4, 5, 16, 20, 51], [9, 15, 19, 22, 23, 24, 28, 40, 49, 51, 79]]","[6, 5, 4, 2, 3, 1]",[nan]
OBMA,42,"(0.5, 144)","[[0, 1, 2, 6, 7, 11, 14], [1, 2, 3, 4, 6, 7, 8, 16, 17, 18, 22, 23, 24, 28, 31, 32, 33, 35, 37], [1, 2, 3, 4, 5, 8, 10, 14, 17, 19, 20, 22, 23, 29, 31, 33, 36, 37, 38], [0, 1, 3, 5, 6, 7, 8, 9, 10, 13, 14, 17, 18, 20, 21, 23, 24, 32, 35, 39, 40, 42, 43], [0, 1, 2, 3, 4, 5, 7, 8, 9, 11, 12, 18, 19, 20, 26, 30, 31, 32, 33, 35, 36, 41, 44, 45, 46, 48, 49, 52, 56, 60], [2, 3, 4, 5, 6, 7, 9, 10, 16, 17, 19, 20, 21, 22, 24, 25, 26, 27, 29, 31, 32, 33, 36, 37, 38, 39, 41, 45, 46, 50, 52, 54, 55, 56, 57, 63, 66, 69, 70, 72, 75, 76, 83]]","[6, 5, 4, 2, 3, 1]",[nan]
OBMA,42,"(0.25, 72)","[[1, 6, 11, 14], [2, 3, 6, 7, 17, 23, 24, 31, 32, 33], [1, 2, 3, 4, 5, 10, 20, 31, 33, 36], [0, 5, 6, 7, 8, 10, 21, 24, 32, 35, 39, 42], [1, 3, 4, 5, 7, 9, 11, 18, 20, 31, 32, 33, 45, 46, 60], [3, 9, 16, 20, 22, 24, 25, 26, 27, 29, 31, 32, 33, 36, 41, 52, 54, 57, 70, 75, 83]]","[6, 5, 4, 2, 3, 1]",[nan]
OBMA,42,"(0.125, 36)","[[1, 11], [2, 7, 17, 23, 31], [1, 2, 31, 33, 36], [5, 6, 7, 8, 10, 42], [3, 4, 5, 9, 11, 18, 20, 45], [16, 20, 22, 24, 26, 27, 31, 41, 52, 83]]","[6, 5, 4, 2, 3, 1]",[nan]
OBMA,43,"(0.5, 144)","[[1, 2, 4, 5, 6, 7, 12], [3, 4, 6, 8, 9, 11, 12, 14, 15, 17, 24, 27, 28, 29, 30, 32, 33], [1, 3, 4, 6, 7, 8, 10, 15, 17, 18, 22, 24, 26, 29, 30, 31, 32, 33, 36], [0, 1, 2, 4, 5, 6, 7, 8, 9, 10, 15, 18, 21, 25, 26, 27, 36, 37, 40, 41, 43, 44, 46, 47], [1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 17, 18, 19, 20, 23, 26, 27, 28, 29, 30, 40, 41, 42, 44, 45, 54, 55], [4, 5, 6, 8, 11, 15, 17, 18, 19, 21, 22, 23, 24, 26, 27, 28, 29, 31, 32, 33, 34, 35, 36, 39, 40, 42, 43, 45, 46, 49, 50, 56, 58, 59, 60, 61, 62, 68, 73, 74, 75, 76, 78, 85, 86, 88, 94, 95]]","[6, 4, 5, 2, 3, 1]",[nan]
OBMA,43,"(0.25, 72)","[[1, 4, 5, 6], [3, 4, 6, 15, 24, 27, 30, 32, 33], [1, 3, 7, 18, 22, 24, 26, 30, 32, 33], [0, 1, 4, 5, 7, 8, 9, 18, 21, 26, 40, 43], [2, 4, 5, 6, 7, 9, 12, 17, 20, 23, 29, 40, 41, 54], [15, 18, 21, 23, 26, 27, 28, 29, 31, 32, 33, 35, 40, 45, 46, 56, 58, 61, 75, 85, 88, 94, 95]]","[6, 4, 5, 2, 3, 1]",[nan]
OBMA,43,"(0.125, 36)","[[2, 7], [3, 4, 9, 32], [1, 7, 18, 22, 30], [0, 4, 5, 9, 18, 26], [4, 6, 7, 9, 17, 20, 54], [18, 23, 26, 28, 29, 32, 33, 45, 56, 58, 94, 95]]","[6, 4, 5, 2, 3, 1]",[nan]
OBMA,44,"(0.5, 144)","[[0, 2, 3, 9, 10, 13, 14, 16, 17], [0, 2, 3, 5, 6, 8, 10, 14, 19, 21, 24, 25, 26, 28, 29, 30, 31], [1, 4, 5, 6, 8, 11, 14, 16, 18, 20, 21, 24, 27, 30, 32, 33, 34, 35], [0, 1, 3, 4, 5, 6, 7, 8, 10, 14, 17, 18, 20, 21, 22, 23, 25, 26, 38, 41, 44, 45, 46, 47, 48, 52], [1, 2, 3, 4, 5, 6, 7, 9, 11, 12, 13, 16, 18, 19, 22, 24, 29, 30, 31, 32, 35, 40, 43, 44, 46, 48, 52, 55, 57], [2, 3, 5, 8, 9, 11, 12, 14, 15, 16, 17, 18, 19, 20, 21, 23, 24, 26, 29, 31, 32, 34, 35, 37, 38, 39, 44, 46, 47, 48, 49, 50, 56, 57, 61, 65, 67, 73, 74, 75, 76, 81, 83, 84]]","[6, 5, 4, 2, 3, 1]",[nan]
OBMA,44,"(0.25, 72)","[[1, 2, 10, 14, 16], [0, 2, 5, 8, 10, 14, 19, 21, 26], [4, 5, 11, 20, 30, 32, 33, 34, 35], [0, 1, 4, 5, 6, 7, 8, 17, 21, 26, 38, 45, 47], [1, 2, 4, 5, 6, 7, 9, 12, 18, 30, 31, 32, 43, 44, 52], [5, 9, 11, 12, 15, 16, 18, 19, 20, 21, 23, 29, 34, 35, 39, 44, 46, 73, 76, 83, 84]]","[6, 5, 4, 2, 3, 1]",[nan]
OBMA,44,"(0.125, 36)","[[1, 10], [5, 14, 19, 21], [4, 20, 30, 32, 34], [4, 6, 7, 26, 38, 45, 47], [4, 5, 6, 7, 12, 18, 43], [11, 12, 16, 18, 19, 20, 21, 23, 35, 44, 84]]","[6, 5, 4, 2, 3, 1]",[nan]
OBMA,45,"(0.5, 144)","[[4, 5, 6, 7, 8, 9, 13, 15], [2, 4, 5, 6, 7, 12, 16, 18, 19, 20, 21, 22, 25, 29, 31, 32, 34, 35], [0, 1, 2, 3, 5, 10, 13, 16, 17, 20, 22, 24, 28, 30, 31, 32, 33, 34, 35, 36], [0, 1, 2, 3, 5, 6, 7, 8, 9, 10, 11, 12, 19, 22, 23, 27, 28, 34, 37, 41, 42, 43, 46], [1, 2, 4, 5, 6, 7, 9, 10, 11, 13, 14, 15, 17, 21, 23, 24, 30, 31, 34, 35, 36, 37, 39, 40, 46, 47, 52, 55], [3, 4, 5, 7, 9, 15, 16, 17, 18, 20, 21, 22, 23, 25, 26, 27, 28, 30, 31, 32, 33, 37, 39, 41, 42, 43, 45, 46, 51, 53, 54, 55, 56, 61, 62, 68, 69, 70, 71, 72, 73, 78, 84, 85]]","[6, 4, 5, 2, 3, 1]",[nan]
OBMA,45,"(0.25, 72)","[[1, 6, 15, 16], [4, 5, 6, 7, 12, 21, 29, 31, 34], [0, 1, 2, 13, 17, 22, 24, 32, 33, 35], [0, 1, 5, 6, 8, 9, 11, 23, 28, 37, 41, 43], [2, 4, 5, 6, 7, 9, 11, 14, 21, 23, 24, 40, 47, 55], [4, 9, 15, 17, 18, 20, 23, 25, 26, 27, 28, 31, 32, 37, 41, 42, 51, 53, 54, 56, 70, 78, 85]]","[6, 4, 5, 2, 3, 1]",[nan]
OBMA,45,"(0.125, 36)","[[1, 16], [4, 5, 7, 21, 34], [1, 13, 17, 22, 32], [5, 6, 8, 9, 11, 28], [4, 5, 6, 7, 9, 21, 24], [9, 17, 23, 25, 27, 28, 31, 41, 51, 53, 85]]","[6, 4, 5, 2, 3, 1]",[nan]
OBMA,46,"(0.5, 144)","[[2, 4, 5, 8, 9, 11, 14], [1, 3, 4, 6, 7, 14, 17, 18, 19, 22, 24, 28, 29, 30, 31, 32, 33, 35, 37], [1, 2, 3, 4, 5, 10, 11, 13, 15, 17, 18, 20, 21, 31, 33, 34, 35, 37, 38, 39], [0, 1, 2, 3, 4, 5, 6, 7, 9, 12, 14, 16, 17, 18, 20, 22, 28, 33, 40, 41, 42, 43, 46], [1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 15, 17, 18, 23, 27, 28, 29, 30, 31, 32, 35, 37, 38, 39, 41, 50, 55, 56], [0, 2, 3, 4, 5, 9, 11, 12, 13, 15, 16, 17, 18, 20, 21, 23, 25, 26, 27, 28, 30, 33, 34, 38, 39, 42, 43, 44, 50, 52, 54, 56, 63, 64, 67, 68, 69, 70, 71, 75, 76, 79, 85, 86]]","[6, 5, 4, 2, 3, 1]",[nan]
OBMA,46,"(0.25, 72)","[[2, 8, 9, 14], [1, 3, 4, 6, 18, 22, 28, 29, 32, 33], [1, 2, 3, 5, 10, 18, 20, 31, 33, 37], [0, 5, 6, 7, 14, 16, 17, 18, 20, 22, 40, 43], [2, 3, 4, 5, 6, 8, 10, 15, 17, 18, 23, 29, 39, 55], [4, 9, 12, 15, 17, 20, 21, 23, 25, 26, 28, 38, 39, 44, 50, 52, 56, 69, 71, 76, 79, 86]]","[6, 5, 4, 2, 3, 1]",[nan]
OBMA,46,"(0.125, 36)","[[2, 9], [1, 6, 18, 22, 29], [1, 2, 31, 33, 37], [5, 6, 14, 17, 22, 43], [4, 5, 6, 8, 15, 18, 55], [4, 12, 17, 21, 25, 26, 28, 39, 52, 69, 86]]","[6, 5, 4, 2, 3, 1]",[nan]
