method,split seed,p,selection,labels,improvement
OBMA,15,"(0.125, 36)","[[6, 10], [1, 5, 21, 23, 29], [2, 3, 34, 36, 40], [4, 5, 7, 8, 10, 26], [1, 3, 4, 5, 8, 18, 21], [8, 15, 20, 22, 23, 27, 28, 35, 39, 79, 87]]","[6, 5, 4, 2, 3, 1]",[nan]
OBMA,16,"(0.5, 144)","[[0, 1, 2, 3, 5, 7, 10, 11, 12], [1, 2, 3, 4, 5, 6, 9, 10, 18, 19, 24, 26, 27, 30, 32, 33, 35, 36], [1, 3, 4, 6, 7, 11, 13, 16, 17, 21, 22, 24, 28, 31, 32, 33, 34, 35, 36, 37, 41], [1, 3, 4, 5, 6, 7, 8, 9, 10, 16, 19, 20, 22, 24, 25, 34, 35, 37, 41, 42, 43, 44, 47, 48], [1, 2, 3, 4, 5, 6, 8, 9, 10, 12, 17, 19, 20, 25, 28, 29, 30, 31, 32, 34, 35, 40, 43, 44, 45, 46, 52, 55], [1, 2, 4, 5, 6, 7, 8, 12, 14, 15, 16, 17, 18, 19, 20, 21, 23, 24, 25, 26, 27, 29, 30, 33, 34, 36, 38, 42, 44, 50, 51, 57, 61, 64, 65, 67, 73, 75, 77, 78, 79]]","[6, 4, 5, 2, 3, 1]",[nan]
OBMA,16,"(0.25, 72)","[[0, 1, 2, 7, 11], [2, 4, 5, 10, 19, 26, 30, 35, 36], [1, 3, 7, 13, 17, 21, 22, 24, 32, 33, 37], [3, 4, 6, 7, 8, 9, 16, 20, 24, 35, 41, 44], [2, 4, 5, 6, 8, 10, 12, 17, 19, 20, 30, 44, 45, 55], [2, 6, 7, 12, 15, 18, 19, 21, 23, 24, 25, 26, 29, 30, 38, 50, 51, 65, 75, 78, 79]]","[6, 4, 5, 2, 3, 1]",[nan]
OBMA,16,"(0.125, 36)","[[1, 2], [4, 19, 26, 35, 36], [1, 7, 22, 32, 33], [3, 4, 7, 9, 24, 44], [2, 4, 5, 6, 8, 17, 20], [15, 18, 19, 23, 25, 26, 29, 38, 50, 51, 78]]","[6, 4, 5, 2, 3, 1]",[nan]
OBMA,17,"(0.5, 144)","[[0, 7, 8, 10, 12, 13, 15, 16, 17], [1, 4, 5, 9, 11, 12, 13, 16, 18, 19, 21, 22, 27, 31, 32, 33, 35, 36, 37], [1, 2, 4, 5, 7, 8, 14, 16, 18, 20, 23, 26, 29, 30, 31, 32, 33, 34, 35, 38], [0, 1, 2, 4, 5, 6, 8, 14, 16, 17, 18, 19, 21, 23, 24, 35, 36, 37, 38, 42, 43, 44, 45, 46, 50], [1, 2, 3, 4, 5, 7, 8, 9, 10, 11, 12, 18, 19, 20, 23, 24, 27, 28, 29, 31, 39, 40, 41, 43, 50, 52, 53], [3, 4, 5, 6, 9, 10, 13, 14, 15, 16, 18, 19, 20, 21, 22, 23, 24, 26, 28, 29, 30, 31, 34, 35, 37, 39, 40, 45, 46, 52, 53, 54, 55, 56, 62, 67, 68, 69, 74, 76, 81, 82]]","[6, 4, 5, 2, 3, 1]",[nan]
OBMA,17,"(0.25, 72)","[[0, 10, 12, 15, 17], [4, 5, 12, 16, 18, 19, 27, 31, 35, 37], [1, 2, 5, 8, 23, 30, 33, 34, 35, 38], [0, 2, 4, 5, 6, 8, 16, 18, 19, 24, 36, 43, 45], [2, 3, 4, 5, 7, 8, 10, 11, 18, 20, 28, 29, 40, 41], [3, 9, 13, 15, 16, 20, 22, 23, 24, 26, 28, 29, 30, 34, 40, 52, 54, 74, 76, 82]]","[6, 4, 5, 2, 3, 1]",[nan]
OBMA,17,"(0.125, 36)","[[10, 12], [4, 18, 21, 31, 35], [1, 2, 23, 30, 33], [4, 5, 18, 24, 43, 45], [2, 3, 4, 5, 7, 18, 20], [15, 16, 20, 22, 26, 28, 29, 34, 40, 52, 82]]","[6, 4, 5, 2, 3, 1]",[nan]
OBMA,18,"(0.5, 144)","[[1, 2, 4, 6, 7, 9, 14, 15], [0, 1, 2, 3, 5, 6, 12, 15, 16, 18, 21, 25, 27, 28, 29, 30, 31, 32], [2, 3, 4, 6, 9, 12, 13, 16, 18, 20, 21, 23, 26, 29, 31, 32, 35, 36, 37], [0, 1, 4, 5, 6, 7, 9, 13, 14, 16, 17, 19, 20, 21, 23, 25, 32, 36, 38, 42, 43, 44, 45, 46], [1, 2, 3, 4, 5, 6, 7, 8, 9, 12, 13, 16, 18, 20, 25, 26, 28, 29, 30, 32, 38, 39, 40, 42, 50, 51, 55, 56], [2, 3, 4, 6, 8, 12, 13, 15, 16, 17, 19, 20, 21, 22, 24, 25, 26, 27, 28, 29, 30, 31, 32, 35, 36, 38, 39, 40, 43, 44, 49, 51, 52, 53, 54, 55, 62, 68, 69, 70, 71, 72, 78, 81, 88, 89]]","[6, 5, 4, 2, 3, 1]",[nan]
OBMA,18,"(0.25, 72)","[[1, 9, 14, 15], [0, 1, 2, 12, 16, 18, 28, 31, 32], [2, 3, 4, 6, 9, 18, 29, 31, 32, 35], [0, 1, 4, 5, 6, 7, 16, 19, 20, 42, 44, 46], [2, 4, 5, 6, 7, 9, 12, 16, 18, 20, 29, 30, 40, 55], [8, 13, 16, 20, 22, 24, 25, 27, 28, 30, 36, 39, 40, 44, 49, 51, 55, 70, 71, 78, 81, 88, 89]]","[6, 5, 4, 2, 3, 1]",[nan]
OBMA,18,"(0.125, 36)","[[1, 15], [1, 2, 12, 18, 28], [2, 3, 29, 31, 35], [4, 5, 6, 7, 42, 44], [4, 5, 6, 9, 16, 20, 55], [16, 20, 22, 24, 25, 28, 30, 40, 44, 78, 89]]","[6, 5, 4, 2, 3, 1]",[nan]
OBMA,19,"(0.5, 144)","[[0, 3, 4, 8, 11, 12, 14], [1, 3, 4, 5, 6, 7, 8, 11, 15, 17, 18, 19, 21, 25, 27, 33, 34, 35], [1, 2, 4, 6, 7, 11, 14, 16, 17, 22, 23, 24, 27, 28, 29, 30, 32, 34], [0, 1, 3, 5, 6, 7, 8, 9, 10, 11, 16, 20, 21, 22, 23, 24, 35, 36, 39, 41, 42, 43, 44, 47], [0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11, 16, 17, 18, 24, 28, 29, 30, 32, 38, 41, 42, 43, 45, 46, 48, 52, 57, 58], [3, 4, 5, 7, 8, 9, 11, 18, 20, 21, 22, 23, 24, 26, 27, 28, 29, 32, 33, 34, 35, 36, 37, 39, 41, 42, 44, 45, 46, 48, 51, 53, 54, 55, 56, 64, 69, 71, 72, 78, 79, 80, 82, 87, 89, 90]]","[6, 4, 5, 2, 3, 1]",[nan]
OBMA,19,"(0.25, 72)","[[0, 4, 8, 12], [4, 5, 7, 11, 19, 21, 33, 34, 35], [2, 6, 14, 17, 22, 24, 28, 29, 30], [0, 5, 6, 8, 9, 10, 11, 23, 24, 36, 41, 47], [1, 2, 3, 4, 5, 7, 9, 10, 16, 17, 29, 41, 42, 43, 57], [4, 11, 18, 22, 24, 26, 27, 28, 29, 32, 33, 35, 39, 44, 45, 48, 51, 54, 69, 79, 82, 89, 90]]","[6, 4, 5, 2, 3, 1]",[nan]
OBMA,19,"(0.125, 36)","[[0, 12], [4, 5, 19, 33, 34], [2, 6, 17, 22, 29], [5, 6, 9, 11, 24, 36], [2, 3, 4, 5, 10, 16, 42], [18, 22, 24, 26, 28, 29, 32, 39, 44, 51, 90]]","[6, 4, 5, 2, 3, 1]",[nan]
OBMA,20,"(0.5, 144)","[[0, 1, 2, 8, 10, 12, 13], [1, 2, 4, 5, 6, 9, 13, 15, 20, 23, 24, 25, 29, 32, 33, 34, 35, 36, 37], [3, 4, 5, 7, 9, 10, 11, 15, 16, 19, 20, 22, 23, 26, 34, 36, 37, 38, 39, 40, 41], [0, 1, 2, 3, 4, 5, 6, 13, 16, 17, 19, 20, 21, 23, 25, 26, 36, 39, 43, 44, 45, 46, 47, 48, 50], [0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 13, 14, 18, 20, 25, 29, 30, 31, 33, 35, 37, 40, 41, 43, 47, 52, 53, 55], [3, 4, 5, 6, 14, 16, 17, 19, 20, 21, 23, 24, 25, 27, 29, 30, 31, 32, 37, 38, 40, 42, 43, 44, 49, 51, 52, 53, 54, 59, 62, 66, 67, 68, 69, 70, 71, 74, 75, 76, 81]]","[6, 5, 4, 2, 3, 1]",[nan]
OBMA,20,"(0.25, 72)","[[1, 2, 8, 13], [2, 4, 5, 6, 15, 23, 25, 32, 33, 35], [4, 5, 7, 11, 20, 22, 34, 36, 38, 39, 40], [0, 3, 4, 5, 6, 16, 20, 21, 23, 25, 43, 44, 50], [1, 3, 4, 5, 6, 8, 10, 13, 18, 20, 33, 41, 52, 55], [4, 14, 17, 19, 21, 23, 24, 25, 27, 29, 30, 32, 38, 42, 49, 51, 68, 74, 76, 81]]","[6, 5, 4, 2, 3, 1]",[nan]
OBMA,20,"(0.125, 36)","[[2, 13], [2, 23, 25, 33, 35], [4, 5, 34, 36, 39], [3, 5, 6, 16, 20, 25], [3, 4, 5, 6, 18, 20, 41], [17, 21, 23, 24, 25, 29, 30, 37, 42, 51, 81]]","[6, 5, 4, 2, 3, 1]",[nan]
OBMA,21,"(0.5, 144)","[[1, 2, 3, 7, 8, 9, 13, 16, 17], [0, 2, 3, 4, 5, 6, 7, 11, 16, 22, 23, 24, 25, 28, 30, 31, 34, 35], [2, 3, 5, 6, 7, 12, 15, 17, 18, 20, 24, 27, 29, 30, 31, 32, 33, 34, 35, 39], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 14, 19, 22, 23, 33, 34, 40, 41, 42, 43], [1, 2, 4, 5, 6, 8, 9, 12, 13, 19, 20, 21, 23, 27, 31, 32, 34, 36, 39, 42, 43, 44, 46, 47, 49, 50, 55, 56], [4, 5, 6, 8, 9, 11, 15, 17, 18, 19, 21, 22, 23, 25, 26, 27, 28, 31, 32, 33, 34, 35, 38, 39, 40, 43, 44, 48, 49, 50, 56, 57, 58, 66, 67, 70, 71, 72, 73, 77, 78, 80, 85, 86]]","[6, 4, 5, 2, 3, 1]",[nan]
OBMA,21,"(0.25, 72)","[[1, 2, 9, 11, 16], [3, 4, 5, 11, 28, 30, 31, 34, 35], [2, 3, 5, 6, 15, 24, 30, 31, 33, 35], [3, 5, 6, 7, 8, 9, 19, 22, 23, 34, 40], [2, 4, 5, 6, 8, 9, 12, 19, 21, 27, 31, 32, 44, 55], [4, 5, 11, 15, 18, 19, 23, 25, 26, 27, 28, 31, 32, 34, 38, 43, 44, 56, 57, 58, 72, 78, 86]]","[6, 4, 5, 2, 3, 1]",[nan]
OBMA,21,"(0.125, 36)","[[2, 9], [3, 4, 28, 30, 34], [3, 6, 24, 30, 35], [3, 5, 6, 7, 9, 23], [2, 4, 5, 6, 8, 19, 21], [11, 18, 23, 25, 26, 28, 31, 44, 56, 57, 86]]","[6, 4, 5, 2, 3, 1]",[nan]
OBMA,22,"(0.5, 144)","[[2, 7, 8, 9, 10, 12], [1, 3, 4, 7, 10, 11, 12, 15, 17, 18, 20, 21, 26, 29, 30, 33, 34], [1, 2, 4, 6, 7, 8, 15, 18, 19, 22, 23, 25, 27, 29, 30, 31, 32, 33, 34, 38], [0, 1, 2, 4, 5, 6, 7, 8, 9, 13, 16, 19, 20, 21, 23, 25, 36, 37, 39, 42, 43, 44, 45, 46, 47], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 16, 17, 18, 19, 25, 27, 30, 31, 32, 33, 36, 42, 45, 46, 52, 53, 54, 58], [2, 3, 5, 6, 11, 12, 13, 15, 16, 17, 18, 19, 21, 22, 24, 26, 27, 28, 29, 30, 33, 35, 36, 37, 38, 41, 42, 48, 50, 51, 52, 53, 58, 59, 64, 66, 67, 73, 74, 75, 77, 82, 84, 85]]","[6, 4, 5, 2, 3, 1]",[nan]
OBMA,22,"(0.25, 72)","[[2, 8, 12], [3, 10, 11, 17, 18, 20, 29, 30, 34], [1, 2, 4, 7, 22, 23, 27, 30, 31, 34], [0, 1, 4, 5, 6, 7, 8, 9, 16, 20, 37, 42, 45], [1, 2, 3, 4, 5, 6, 8, 10, 16, 18, 19, 32, 36, 46, 53], [5, 12, 13, 17, 19, 21, 22, 24, 26, 27, 29, 33, 37, 38, 48, 50, 52, 66, 74, 77, 84, 85]]","[6, 4, 5, 2, 3, 1]",[nan]
OBMA,22,"(0.125, 36)","[[2, 12], [3, 17, 20, 29], [1, 2, 7, 23, 30], [4, 6, 7, 9, 42, 45], [2, 3, 4, 5, 6, 16, 19], [12, 13, 17, 19, 22, 24, 26, 27, 37, 48, 74, 77]]","[6, 4, 5, 2, 3, 1]",[nan]
OBMA,23,"(0.5, 144)","[[3, 5, 8, 9, 10, 12, 13, 15, 17], [0, 1, 3, 4, 7, 12, 13, 18, 19, 20, 24, 26, 27, 28, 29, 30, 31, 34], [1, 3, 4, 5, 6, 7, 10, 11, 16, 17, 18, 20, 21, 29, 31, 34, 35, 36], [1, 3, 4, 5, 6, 7, 8, 9, 13, 15, 17, 18, 20, 22, 23, 28, 33, 34, 36, 37, 41, 42, 44, 45, 49], [1, 2, 3, 4, 5, 7, 8, 9, 11, 16, 17, 18, 22, 26, 27, 28, 29, 31, 37, 38, 39, 40, 41, 45, 50, 53, 54], [0, 3, 4, 5, 7, 8, 9, 11, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 33, 34, 38, 39, 42, 44, 45, 48, 50, 51, 52, 53, 54, 55, 68, 69, 72, 79, 80, 85, 86, 87]]","[6, 5, 4, 2, 3, 1]",[nan]
OBMA,23,"(0.25, 72)","[[3, 9, 10, 13, 15], [0, 1, 7, 13, 19, 20, 26, 27, 31], [1, 3, 4, 5, 7, 11, 18, 31, 34], [3, 4, 6, 7, 8, 9, 15, 17, 18, 23, 34, 41, 44], [2, 4, 5, 7, 9, 11, 18, 27, 28, 29, 37, 39, 53, 54], [4, 11, 16, 17, 20, 22, 24, 25, 26, 28, 29, 34, 38, 39, 45, 50, 51, 53, 69, 79, 86, 87]]","[6, 5, 4, 2, 3, 1]",[nan]
OBMA,23,"(0.125, 36)","[[0, 16], [1, 7, 13, 19, 27], [3, 4, 11, 31, 34], [3, 4, 7, 8, 23, 44], [2, 4, 5, 9, 18, 27, 53], [16, 17, 20, 22, 24, 26, 28, 29, 39, 50, 87]]","[6, 5, 4, 2, 3, 1]",[nan]
OBMA,24,"(0.5, 144)","[[3, 5, 6, 7, 11, 12, 13, 15], [1, 2, 3, 5, 11, 12, 14, 16, 19, 20, 22, 27, 28, 29, 30, 31, 32, 34], [3, 4, 5, 7, 9, 10, 12, 13, 16, 18, 19, 21, 22, 23, 24, 35, 36, 37, 38, 40, 41], [0, 1, 2, 5, 6, 7, 8, 9, 10, 11, 12, 17, 20, 23, 25, 27, 34, 39, 40, 41, 42, 43], [0, 1, 2, 3, 4, 5, 6, 7, 9, 10, 16, 18, 19, 20, 22, 24, 28, 29, 30, 32, 35, 39, 40, 42, 43, 47, 55, 56], [1, 2, 5, 6, 7, 8, 13, 15, 16, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 30, 31, 32, 35, 37, 38, 40, 45, 46, 50, 52, 53, 54, 55, 62, 68, 69, 70, 71, 72, 78, 81, 86, 87, 88, 89]]","[6, 5, 4, 2, 3, 1]",[nan]
OBMA,24,"(0.25, 72)","[[3, 5, 12, 13], [2, 12, 19, 20, 22, 27, 28, 31, 32], [3, 4, 5, 7, 12, 22, 23, 35, 36, 40, 41], [0, 1, 5, 6, 8, 9, 11, 27, 34, 41, 43], [1, 2, 3, 4, 5, 7, 9, 10, 16, 18, 20, 39, 40, 55], [2, 6, 7, 8, 13, 15, 20, 21, 22, 23, 24, 25, 26, 28, 31, 35, 40, 50, 53, 54, 70, 87, 88]]","[6, 5, 4, 2, 3, 1]",[nan]
OBMA,24,"(0.125, 36)","[[3, 12], [2, 19, 20, 27, 28], [3, 4, 35, 36, 40], [5, 6, 9, 11, 27, 41], [3, 4, 5, 7, 16, 20, 40], [7, 15, 20, 22, 23, 24, 25, 26, 40, 50, 88]]","[6, 5, 4, 2, 3, 1]",[nan]
OBMA,25,"(0.5, 144)","[[1, 2, 4, 8, 10, 11, 14, 15, 16], [1, 5, 6, 7, 9, 11, 14, 15, 17, 18, 20, 26, 27, 28, 29, 30], [2, 3, 4, 5, 6, 7, 9, 10, 13, 16, 18, 19, 20, 25, 31, 32, 33, 35, 36], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 13, 16, 18, 19, 20, 22, 24, 34, 41, 42, 44, 45, 46, 49], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 19, 20, 26, 29, 30, 31, 32, 34, 36, 40, 43, 44, 45, 47, 53, 58], [2, 3, 4, 5, 6, 7, 8, 9, 14, 15, 16, 18, 19, 20, 21, 22, 24, 25, 26, 29, 30, 31, 32, 36, 40, 41, 45, 46, 50, 52, 53, 54, 60, 61, 67, 68, 69, 70, 77, 78, 79, 83, 84, 85]]","[6, 5, 4, 2, 3, 1]",[nan]
OBMA,25,"(0.25, 72)","[[1, 2, 10, 15, 17], [1, 6, 17, 18, 20, 27, 28, 29], [2, 3, 5, 9, 18, 19, 31, 32, 35, 36], [0, 4, 5, 6, 7, 8, 10, 19, 20, 22, 34, 41, 44], [2, 3, 4, 5, 6, 7, 9, 10, 12, 19, 20, 31, 32, 44, 45], [3, 8, 9, 15, 16, 20, 22, 24, 25, 26, 29, 30, 40, 41, 50, 52, 68, 77, 79, 83, 85]]","[6, 5, 4, 2, 3, 1]",[nan]
OBMA,25,"(0.125, 36)","[[1, 17], [1, 18, 20, 27], [2, 3, 18, 31, 35], [4, 5, 7, 8, 10, 44], [3, 4, 5, 6, 12, 19, 20], [9, 15, 16, 20, 22, 24, 25, 29, 40, 50, 68, 85]]","[6, 5, 4, 2, 3, 1]",[nan]
OBMA,26,"(0.5, 144)","[[0, 1, 3, 7, 8, 10, 13], [1, 2, 3, 4, 5, 7, 10, 11, 14, 19, 21, 22, 27, 30, 32, 34, 35, 36, 38, 39], [1, 2, 3, 4, 5, 6, 14, 17, 20, 24, 26, 28, 29, 30, 31, 32, 33, 34, 35, 39], [0, 1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 15, 17, 18, 19, 21, 22, 23, 39, 40, 42, 43, 45, 47], [0, 1, 2, 3, 4, 5, 7, 8, 9, 11, 12, 15, 17, 18, 19, 25, 27, 29, 32, 38, 39, 40, 41, 42, 44, 52, 53], [0, 6, 10, 12, 13, 14, 15, 16, 17, 18, 20, 21, 22, 23, 24, 26, 27, 28, 31, 32, 35, 37, 40, 41, 47, 48, 49, 50, 51, 58, 60, 64, 65, 66, 67, 68, 69, 73, 74, 75, 76, 78, 85, 86]]","[6, 4, 5, 2, 3, 1]",[nan]
OBMA,26,"(0.25, 72)","[[1, 3, 7, 8], [3, 4, 5, 7, 11, 21, 32, 34, 38, 39], [1, 2, 5, 14, 24, 29, 30, 31, 33, 35], [0, 1, 5, 6, 7, 8, 9, 17, 19, 23, 40, 42], [1, 2, 3, 4, 5, 7, 9, 12, 15, 17, 19, 29, 40, 52], [10, 12, 16, 18, 20, 21, 22, 24, 26, 27, 28, 31, 37, 47, 48, 51, 66, 68, 75, 78, 85, 86]]","[6, 4, 5, 2, 3, 1]",[nan]
OBMA,26,"(0.125, 36)","[[1, 7], [3, 4, 21, 34, 38], [3, 5, 24, 30, 33], [5, 7, 9, 23, 40, 42], [3, 4, 5, 9, 15, 19, 40], [12, 16, 18, 22, 26, 27, 37, 47, 48, 85, 86]]","[6, 4, 5, 2, 3, 1]",[nan]
OBMA,27,"(0.5, 144)","[[0, 1, 5, 7, 10, 11, 12, 15], [1, 2, 4, 5, 7, 9, 13, 15, 16, 19, 21, 23, 27, 29, 30, 31, 32, 33, 34], [1, 4, 5, 6, 7, 8, 11, 12, 16, 18, 20, 22, 23, 30, 31, 34, 36, 38, 39, 40], [0, 1, 2, 4, 5, 6, 7, 8, 17, 18, 20, 21, 22, 24, 26, 27, 37, 38, 39, 42, 43, 44, 45, 47], [1, 2, 3, 4, 5, 7, 8, 9, 10, 15, 16, 18, 23, 28, 29, 30, 31, 33, 35, 39, 40, 41, 43, 47, 50, 51, 53], [3, 4, 6, 9, 15, 17, 18, 19, 20, 21, 22, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 37, 38, 40, 41, 42, 46, 48, 50, 52, 53, 54, 55, 63, 66, 68, 70, 71, 77, 78, 80, 83, 84]]","[6, 5, 4, 2, 3, 1]",[nan]
OBMA,27,"(0.25, 72)","[[0, 1, 7, 15], [1, 2, 4, 13, 19, 21, 30, 31, 33, 34], [4, 5, 6, 8, 12, 20, 22, 34, 36, 38], [0, 1, 4, 5, 7, 21, 22, 24, 27, 38, 43, 47], [1, 2, 3, 4, 5, 7, 8, 9, 15, 18, 23, 30, 40, 53], [3, 9, 15, 17, 19, 20, 22, 24, 25, 26, 27, 30, 31, 37, 40, 41, 42, 50, 52, 53, 80, 84]]","[6, 5, 4, 2, 3, 1]",[nan]
OBMA,27,"(0.125, 36)","[[0, 1], [1, 2, 13, 21, 30], [4, 5, 34, 36, 38], [0, 4, 5, 7, 27, 38], [3, 4, 7, 9, 15, 18, 53], [15, 17, 20, 24, 26, 27, 30, 31, 40, 52, 84]]","[6, 5, 4, 2, 3, 1]",[nan]
OBMA,28,"(0.5, 144)","[[0, 1, 2, 7, 8, 11, 13], [1, 4, 5, 6, 10, 12, 13, 19, 20, 22, 23, 24, 29, 32, 33, 34, 35, 36, 37], [0, 1, 2, 3, 4, 6, 7, 15, 18, 19, 20, 22, 25, 26, 29, 32, 33, 34, 35, 38], [0, 1, 3, 4, 5, 6, 7, 8, 10, 15, 17, 20, 21, 23, 24, 31, 32, 38, 39, 40, 43, 44], [1, 2, 3, 4, 5, 6, 8, 9, 12, 13, 19, 21, 22, 25, 28, 29, 30, 31, 33, 35, 41, 42, 43, 45, 46, 50, 53, 54, 58, 59], [3, 4, 5, 6, 7, 8, 9, 11, 15, 17, 18, 19, 21, 22, 23, 24, 25, 26, 28, 30, 31, 32, 33, 34, 37, 38, 40, 42, 43, 46, 47, 48, 55, 56, 57, 58, 64, 65, 71, 72, 80, 84, 85, 86, 87]]","[6, 4, 5, 2, 3, 1]",[nan]
OBMA,28,"(0.25, 72)","[[0, 2, 7, 8], [1, 4, 5, 6, 12, 19, 22, 24, 32, 33], [0, 1, 3, 7, 15, 19, 25, 29, 32, 35], [0, 3, 4, 5, 6, 8, 23, 24, 32, 38, 40], [1, 3, 4, 5, 6, 8, 9, 12, 19, 22, 25, 30, 41, 43, 58], [4, 11, 15, 18, 19, 21, 24, 25, 26, 28, 30, 31, 33, 37, 42, 43, 48, 56, 57, 72, 85, 86]]","[6, 4, 5, 2, 3, 1]",[nan]
OBMA,28,"(0.125, 36)","[[2, 7], [4, 5, 6, 24, 32], [1, 7, 19, 25, 26], [4, 6, 8, 24, 38, 40], [1, 3, 4, 5, 6, 8, 19, 22], [18, 21, 24, 25, 26, 30, 31, 43, 65, 85]]","[6, 4, 5, 2, 3, 1]",[nan]
OBMA,29,"(0.5, 144)","[[1, 6, 7, 9, 11, 12, 13, 14, 16], [2, 4, 5, 6, 9, 12, 15, 16, 17, 19, 23, 25, 28, 30, 31, 33, 34], [1, 2, 4, 5, 7, 8, 16, 17, 20, 21, 23, 26, 28, 29, 30, 31, 32, 33, 37], [1, 3, 4, 5, 6, 7, 8, 13, 15, 19, 20, 21, 23, 25, 26, 27, 37, 38, 40, 41, 43, 44, 45, 46], [1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 17, 19, 20, 21, 23, 26, 29, 30, 31, 32, 34, 37, 41, 42, 44, 51, 55, 56], [2, 3, 4, 6, 7, 9, 10, 14, 16, 17, 19, 20, 21, 23, 24, 25, 26, 27, 28, 29, 30, 31, 35, 36, 38, 39, 41, 43, 45, 46, 51, 53, 55, 56, 57, 63, 68, 69, 71, 72, 75, 76, 85, 86]]","[6, 4, 5, 2, 3, 1]",[nan]
OBMA,29,"(0.25, 72)","[[1, 6, 9, 11, 16], [4, 9, 15, 17, 19, 25, 28, 33, 34], [1, 2, 4, 7, 17, 21, 29, 30, 32, 33], [3, 4, 6, 7, 8, 19, 20, 26, 38, 43, 45, 46], [2, 4, 5, 8, 10, 17, 19, 21, 30, 31, 34, 41, 42, 55], [9, 14, 17, 21, 23, 24, 25, 26, 28, 29, 30, 35, 36, 41, 45, 51, 53, 57, 69, 76, 85, 86]]","[6, 4, 5, 2, 3, 1]",[nan]
OBMA,29,"(0.125, 36)","[[6, 9], [9, 17, 28, 34], [1, 2, 17, 21, 29], [3, 4, 7, 8, 19, 26], [2, 4, 5, 8, 17, 19, 42], [9, 17, 21, 23, 24, 25, 26, 28, 36, 41, 51, 86]]","[6, 4, 5, 2, 3, 1]",[nan]
OBMA,30,"(0.5, 144)","[[4, 5, 6, 9, 11, 12, 13, 14, 16], [1, 2, 3, 4, 6, 7, 8, 14, 18, 21, 22, 23, 26, 27, 28, 29, 30, 34], [0, 2, 3, 4, 5, 6, 9, 12, 16, 17, 20, 21, 23, 28, 31, 33, 34, 35, 37], [0, 1, 4, 5, 6, 7, 8, 11, 12, 14, 15, 16, 17, 18, 20, 22, 23, 33, 36, 40, 42, 44, 45, 47], [1, 2, 3, 4, 5, 7, 8, 9, 11, 16, 17, 18, 19, 20, 23, 25, 30, 31, 33, 35, 36, 38, 39, 44, 49], [2, 3, 5, 6, 7, 13, 14, 15, 16, 18, 19, 20, 21, 22, 24, 25, 26, 27, 29, 31, 32, 33, 35, 38, 39, 40, 41, 43, 44, 46, 48, 49, 54, 56, 57, 58, 64, 66, 70, 72, 73, 74, 75, 81, 82, 85, 92, 93]]","[6, 5, 4, 2, 3, 1]",[nan]
OBMA,30,"(0.25, 72)","[[4, 5, 6, 12, 16], [1, 2, 3, 7, 14, 22, 27, 28, 30], [2, 3, 4, 6, 12, 20, 23, 31, 33, 37], [0, 4, 5, 6, 8, 17, 18, 22, 33, 40, 42, 47], [2, 3, 4, 5, 7, 9, 11, 16, 17, 18, 25, 36, 49], [3, 7, 13, 15, 19, 20, 22, 24, 25, 26, 27, 29, 31, 33, 39, 43, 44, 54, 57, 72, 85, 92, 93]]","[6, 5, 4, 2, 3, 1]",[nan]
OBMA,30,"(0.125, 36)","[[5, 9], [1, 2, 14, 22, 27], [2, 3, 4, 31, 33], [4, 6, 8, 22, 40, 42], [4, 5, 9, 11, 16, 18], [13, 15, 20, 22, 24, 26, 27, 31, 43, 54, 92, 93]]","[6, 5, 4, 2, 3, 1]",[nan]
OBMA,31,"(0.5, 144)","[[3, 5, 7, 8, 10, 12, 13], [1, 4, 5, 8, 9, 12, 13, 16, 18, 19, 21, 22, 29, 30, 33, 34, 35, 37, 38, 39], [1, 3, 4, 5, 7, 9, 11, 12, 15, 16, 18, 21, 23, 27, 30, 31, 33, 34, 35, 38], [0, 2, 4, 5, 6, 7, 8, 9, 10, 11, 15, 19, 20, 22, 24, 25, 26, 28, 37, 40, 41, 43, 44, 48], [1, 2, 3, 4, 5, 6, 8, 11, 12, 18, 20, 22, 27, 32, 33, 34, 35, 37, 39, 40, 41, 42, 44, 48, 50, 51, 55, 56], [5, 6, 9, 13, 14, 16, 17, 18, 20, 21, 22, 23, 25, 26, 27, 29, 31, 32, 33, 34, 35, 38, 39, 41, 44, 45, 48, 50, 55, 56, 57, 58, 59, 69, 70, 71, 72, 75, 76, 77, 81, 82, 83]]","[6, 4, 5, 2, 3, 1]",[nan]
